time_1,gyro_X,time_2,gyro_Y,time_3,gyro_Z,time_4,acceleration_X,time_5,acceleration_Y,time_6,acceleration_Z,time_7,Resultant g,time_8,Temperature,time_9,Pressure,time_10,Altitude,time_11,Pressure at sealevel (calculated),time_12,Latitude,time_13,Longitude,time_14,GPS_Altitude,time_15,speed,time_16,course,time_17
2596977,-0.06,2597120,-0.02,2597166,-0.05,2597211,-2.74,2597258,1.15,2597305,1.82,2597352,3.49,2597399,18.80,2603800,100695,2640535,52.42,2675696,100701,2709483,55.585796,2709563,38.082024,2709628,112.60,2709688,0.01,2709747,0.00,2709801
2730462,-0.06,2730533,-0.02,2730559,-0.05,2730585,-2.74,2730616,1.15,2730650,1.82,2730680,3.48,2730706,18.80,2736791,100704,2773204,52.17,2808579,100703,2844812,55.585797,2845162,38.082024,2845425,112.60,2845683,0.01,2845862,0.00,2846118
2870909,-0.06,2870980,-0.02,2871015,-0.05,2871041,-2.74,2871071,1.15,2871105,1.81,2871136,3.48,2871162,18.90,2876789,100702,2910527,52.08,2947511,100701,2982475,55.585797,2982523,38.082024,2982560,112.60,2982593,0.01,2982622,0.00,2982648
3002469,-0.06,3002540,-0.02,3002566,-0.05,3002593,-2.75,3002623,1.15,3002657,1.80,3002687,3.48,3002714,18.90,3008791,100698,3045205,52.33,3080579,100695,3114474,55.585797,3114519,38.082024,3114556,112.60,3114588,0.01,3114618,0.00,3114644
3130252,0.01,3130693,-0.02,3130869,-0.05,3131126,-2.74,3131382,1.15,3131566,1.81,3131821,3.48,3132078,18.90,3140010,100700,3175527,52.42,3209568,100699,3245844,55.585797,3246196,38.082024,3246459,112.50,3246717,0.10,3246896,0.00,3247154
3271850,0.01,3271919,-0.02,3271945,-0.05,3271971,-2.74,3272010,1.15,3272043,1.81,3272074,3.48,3272100,18.90,3277791,100696,3311531,53.09,3348549,100699,3383475,55.585797,3383521,38.082024,3383559,112.50,3383590,0.10,3383620,0.00,3383645
3403481,-0.06,3403554,-0.02,3403580,-0.05,3403606,-2.74,3403637,1.15,3403671,1.82,3403701,3.48,3403728,18.90,3409789,100699,3446211,52.67,3481574,100702,3515471,55.585797,3515517,38.082024,3515554,112.50,3515586,0.02,3515615,0.00,3515641
3532528,-0.06,3532966,-0.02,3533225,-0.05,3533401,-2.74,3533658,1.15,3533916,1.82,3534177,3.48,3534354,18.90,3542102,100702,3577531,51.25,3611576,100705,3647882,55.585797,3648231,38.082024,3648494,112.50,3648752,0.03,3648931,0.00,3649189
3680476,0.01,3680547,-0.02,3680573,-0.05,3680599,-2.74,3680630,1.15,3680663,1.81,3680694,3.48,3680720,19.00,3686789,100713,3720527,51.25,3757509,100707,3794556,55.585797,3794606,38.082024,3794644,112.50,3794676,0.03,3794705,0.00,3794731
3806491,-0.06,3806562,-0.02,3806589,-0.12,3806615,-2.74,3806646,1.15,3806679,1.82,3806710,3.48,3806736,19.00,3812790,100708,3849183,51.41,3884578,100709,3918474,55.585797,3918519,38.082024,3918556,112.50,3918588,0.29,3918617,0.00,3918643
3944846,-0.06,3945369,-0.02,3945546,-0.12,3945722,-2.74,3945903,1.15,3946239,1.81,3946420,3.48,3946597,19.00,3953999,100708,3989527,51.50,4023568,100713,4061875,55.585796,4062228,38.082024,4062490,112.50,4062748,0.17,4062927,0.00,4063185
4097022,0.43,4097091,0.04,4097118,0.07,4097143,-2.74,4097174,1.15,4097208,1.82,4097238,3.49,4097264,19.00,4103791,100708,4140205,51.41,4175576,100706,4209474,55.585796,4209523,38.082024,4209561,112.50,4209592,0.17,4209622,0.00,4209648
4233244,-0.30,4233762,-0.02,4233938,-0.12,4234196,-2.74,4234377,1.15,4234636,1.82,4234892,3.48,4235075,19.00,4242999,100707,4278527,51.75,4312570,100706,4348811,55.585796,4349163,38.082024,4349426,112.50,4349683,0.06,4349862,0.00,4350120
4374857,-0.06,4374925,-0.02,4374952,-0.05,4374978,-2.74,4375017,1.15,4375051,1.82,4375081,3.49,4375108,19.00,4380790,100706,4414531,51.33,4451544,100711,4486475,55.585797,4486519,38.082024,4486556,112.40,4486589,0.06,4486618,0.00,4486644
4521957,-0.06,4522035,-0.02,4522061,-0.05,4522087,-2.75,4522118,1.15,4522152,1.82,4522182,3.49,4522208,18.90,4529045,100698,4567183,51.83,4601572,100707,4637745,55.585796,4638175,38.082024,4638438,112.40,4638695,0.03,4638874,0.00,4639132
