time_1,gyro_X,time_2,gyro_Y,time_3,gyro_Z,time_4,acceleration_X,time_5,acceleration_Y,time_6,acceleration_Z,time_7,Resultant g,time_8,Temperature,time_9,Pressure,time_10,Altitude,time_11,Pressure at sealevel (calculated),time_12,Latitude,time_13,Longitude,time_14,GPS_Altitude,time_15,speed,time_16,course,time_17
2874590,-4.30,2875549,-3.14,2875895,2.57,2876247,-2.79,2876594,1.13,2876942,1.87,2877293,3.54,2877553,16.60,2883800,100778,2917586,45.56,2955334,100779,2990483,55.585730,2990563,38.082078,2990629,114.00,2990688,0.07,2990746,0.00,2990801
3068310,-2.41,3068828,-3.33,3069085,0.93,3069261,-2.79,3069442,1.10,3069699,1.88,3069954,3.54,3070137,16.60,3077628,100776,3111533,46.06,3148564,100773,3184894,55.585741,3184938,38.082084,3184976,110.90,3185016,0.11,3185045,0.00,3185070
3196854,-0.70,3196925,-5.53,3196952,-2.13,3196978,-2.78,3197017,1.10,3197050,1.87,3197081,3.53,3197107,16.70,3202789,100773,3239197,46.06,3277516,100783,3311475,55.585741,3311523,38.082083,3311561,110.90,3311593,0.22,3311622,228.14,3311655
3371786,2.41,3372308,-2.35,3372485,-6.58,3372738,-2.76,3372919,1.11,3373184,1.86,3373439,3.50,3373616,16.70,3381097,100777,3415531,45.47,3452552,100777,3487471,55.585740,3487515,38.082081,3487553,110.70,3487585,0.21,3487614,233.15,3487647
3499411,2.41,3499482,-2.23,3499508,-7.25,3499535,-2.78,3499565,1.15,3499599,1.83,3499629,3.52,3499656,16.70,3505789,100778,3542168,45.81,3579453,100778,3613474,55.585740,3613523,38.082082,3613561,110.70,3613593,0.09,3613622,233.15,3613655
3625464,1.56,3625535,-1.44,3625562,-4.57,3625588,-2.74,3625618,1.16,3625652,1.88,3625683,3.52,3625709,16.70,3631791,100775,3669168,45.64,3704578,100781,3738475,55.585740,3738519,38.082079,3738556,110.80,3738588,0.09,3738617,233.15,3738650
3799854,-1.07,3799925,-3.94,3799952,0.50,3799978,-2.75,3800016,1.10,3800049,1.87,3800080,3.50,3800106,16.70,3805789,100777,3842203,45.64,3880433,100775,3914475,55.585740,3914523,38.082079,3914560,110.70,3914593,0.15,3914622,233.15,3914655
3926453,-0.76,3926524,-3.45,3926550,-2.43,3926577,-2.79,3926608,1.09,3926641,1.85,3926672,3.52,3926698,16.70,3932791,100781,3970180,45.81,4005579,100775,4039475,55.585740,4039518,38.082080,4039556,110.70,4039588,0.07,4039617,233.15,4039650
4108696,7.29,4108767,-4.85,4108794,-8.96,4108820,-2.71,4108851,1.11,4108884,1.84,4108915,3.46,4108941,16.70,4114789,100777,4151247,45.56,4189180,100781,4222475,55.585740,4222523,38.082079,4222560,110.70,4222593,0.02,4222622,233.15,4222654
4234347,2.35,4234418,-6.56,4234445,-1.58,4234471,-2.68,4234502,1.16,4234535,1.87,4234566,3.46,4234592,16.70,4242124,100771,4281234,45.64,4315578,100777,4351860,55.585739,4352208,38.082077,4352471,110.70,4352654,0.09,4352908,233.15,4353172
4389222,-1.01,4389739,-4.37,4389916,5.20,4390174,-2.78,4390355,1.16,4390614,1.82,4390795,3.52,4391053,16.70,4397789,100778,4431527,45.73,4468487,100774,4504475,55.585740,4504523,38.082076,4504561,110.80,4504593,0.05,4504622,233.15,4504655
4516350,-1.68,4516421,-3.69,4516448,6.54,4516474,-2.72,4516505,1.13,4516538,1.83,4516569,3.47,4516595,16.70,4522791,100776,4559198,45.64,4594578,100776,4628475,55.585740,4628519,38.082076,4628556,110.90,4628589,0.07,4628618,233.15,4628650
4653382,1.86,4653822,-1.99,4654081,-1.88,4654257,-2.72,4654511,1.16,4654695,1.86,4654951,3.49,4655209,16.70,4663052,100773,4699527,45.89,4733568,100772,4770870,55.585740,4771221,38.082076,4771485,110.90,4771743,0.05,4771922,233.15,4772185
4794220,1.13,4794289,-2.78,4794316,1.84,4794342,-2.72,4794373,1.18,4794406,1.86,4794437,3.50,4794463,16.70,4800791,100772,4837180,46.06,4875574,100777,4909475,55.585740,4909522,38.082076,4909560,110.90,4909592,0.05,4909621,233.15,4909654
4933120,-6.81,4933193,-1.99,4933220,8.92,4933246,-2.72,4933277,1.12,4933311,1.84,4933341,3.47,4933368,16.70,4941041,100771,4979179,46.39,5013570,100772,5047474,55.585742,5047521,38.082076,5047559,111.00,5047591,0.02,5047620,233.15,5047652
5064418,-8.52,5064859,-0.15,5065117,9.11,5065293,-2.73,5065549,1.11,5065733,1.86,5066072,3.49,5066249,16.70,5074082,100773,5109531,46.23,5146560,100772,5183826,55.585742,5184176,38.082075,5184439,110.90,5184697,0.02,5184876,233.15,5185140
5210609,-8.82,5210694,-0.34,5210721,10.26,5210749,-2.72,5210779,1.09,5210813,1.86,5210843,3.47,5210870,16.70,5216789,100769,5253188,45.98,5288593,100771,5322475,55.585742,5322525,38.082075,5322562,110.90,5322595,0.02,5322624,233.15,5322657
5338797,-4.55,5339322,-2.17,5339575,10.14,5339753,-2.72,5340014,1.01,5340274,1.84,5340455,3.43,5340707,16.70,5348106,100767,5384727,45.81,5418589,100771,5454890,55.585743,5455240,38.082075,5455503,110.90,5455761,0.07,5455940,233.15,5456203
5492052,-1.62,5492128,0.88,5492154,6.36,5492180,-2.72,5492211,1.03,5492244,1.89,5492275,3.47,5492301,16.70,5498789,100767,5532527,46.14,5569530,100772,5604475,55.585743,5604521,38.082075,5604558,110.80,5604590,0.07,5604620,233.15,5604652
5618216,1.19,5618289,-1.19,5618316,3.73,5618342,-2.73,5618373,1.02,5618406,1.90,5618437,3.47,5618463,16.70,5624791,100775,5661175,45.98,5696587,100778,5730475,55.585743,5730521,38.082075,5730558,110.90,5730590,0.09,5730619,233.15,5730652
5748062,4.61,5748586,-4.61,5748764,1.48,5749021,-2.70,5749277,1.04,5749461,1.85,5749716,3.44,5749892,16.70,5757992,100771,5793527,46.14,5827578,100769,5863859,55.585743,5864208,38.082075,5864472,110.90,5864729,0.04,5864909,233.15,5865172
5912666,4.61,5912739,-2.23,5912766,2.33,5912792,-2.69,5912823,1.05,5912856,1.86,5912887,3.44,5912913,16.70,5918791,100772,5955251,45.81,5990589,100775,6024475,55.585743,6024519,38.082076,6024556,111.00,6024588,0.04,6024617,233.15,6024650
6038219,2.96,6038294,0.33,6038321,4.41,6038347,-2.71,6038377,1.06,6038411,1.86,6038441,3.46,6038468,16.70,6044789,100771,6081216,45.81,6116577,100773,6152894,55.585743,6153247,38.082076,6153510,111.10,6153768,0.04,6153948,233.15,6154287
6191419,0.76,6191494,0.15,6191520,2.64,6191546,-2.70,6191577,1.02,6191610,1.90,6191640,3.45,6191667,16.70,6197791,100776,6231531,45.73,6269648,100771,6304475,55.585743,6304519,38.082076,6304557,111.20,6304589,0.09,6304618,233.15,6304651
6318219,0.40,6318294,-7.11,6318321,0.19,6318347,-2.73,6318377,1.08,6318411,1.80,6318441,3.44,6318467,16.70,6324789,100774,6361172,46.06,6396576,100777,6430474,55.585742,6430523,38.082076,6430560,111.30,6430592,0.05,6430621,233.15,6430654
6455935,4.06,6456460,0.21,6456712,3.25,6456889,-2.68,6457150,1.04,6457407,1.83,6457587,3.41,6457764,16.70,6466116,100768,6501531,45.81,6535589,100774,6571888,55.585742,6572236,38.082076,6572499,111.30,6572682,0.05,6572937,233.15,6573200
6597952,2.53,6598035,-1.01,6598061,2.76,6598087,-2.72,6598118,1.09,6598152,1.86,6598182,3.47,6598208,16.70,6603789,100773,6637527,45.64,6674542,100772,6709475,55.585742,6709523,38.082076,6709560,111.30,6709593,0.05,6709622,233.15,6709654
6748251,0.94,6748693,-1.74,6748870,-0.17,6749128,-2.70,6749384,1.07,6749568,1.82,6749824,3.43,6750082,16.70,6758092,100773,6793667,46.06,6827586,100777,6863878,55.585743,6864228,38.082077,6864491,111.40,6864750,0.07,6864929,233.15,6865192
6890469,1.19,6890545,0.94,6890571,-0.54,6890597,-2.70,6890627,1.06,6890661,1.88,6890691,3.46,6890718,16.70,6896789,100778,6930527,46.14,6967577,100775,7003475,55.585743,7003523,38.082078,7003561,111.50,7003593,0.07,7003622,233.15,7003654
7025197,0.09,7025272,-1.68,7025299,-1.33,7025325,-2.72,7025356,1.09,7025389,1.85,7025420,3.47,7025446,16.70,7031791,100774,7068209,45.56,7103733,100776,7137474,55.585744,7137519,38.082079,7137556,111.60,7137589,0.05,7137618,233.15,7137651
7157279,-0.58,7157724,-2.72,7157976,-0.78,7158158,-2.70,7158414,1.09,7158670,1.84,7158851,3.44,7159109,16.70,7167039,100777,7202527,45.98,7236576,100775,7273856,55.585744,7274208,38.082079,7274470,111.60,7274729,0.07,7274907,233.15,7275171
7305582,-0.40,7305655,-0.03,7305682,-0.66,7305708,-2.69,7305738,1.07,7305772,1.83,7305803,3.42,7305829,16.70,7311791,100769,7348214,45.89,7386606,100773,7420475,55.585744,7420523,38.082079,7420560,111.60,7420593,0.07,7420622,233.15,7420655
7434162,6.07,7434239,-4.18,7434266,-1.52,7434292,-2.71,7434323,1.04,7434356,1.80,7434387,3.41,7434413,16.70,7440789,100782,7477170,45.31,7512578,100780,7548599,55.585744,7548869,38.082078,7549213,111.50,7549471,0.03,7549650,233.15,7549908
7580914,13.09,7581515,-0.89,7581692,-3.22,7581869,-2.72,7582131,1.06,7582390,1.86,7582571,3.46,7582824,16.70,7591094,100776,7625531,45.89,7662602,100779,7699796,55.585744,7699843,38.082077,7699880,111.50,7699912,0.01,7699942,233.15,7699975
7729711,14.74,7729801,-1.50,7729827,-9.51,7729853,-2.67,7729884,1.14,7729918,1.84,7729948,3.44,7729974,16.70,7735789,100783,7772186,45.31,7807597,100777,7841475,55.585744,7841521,38.082077,7841558,111.50,7841590,0.06,7841620,233.15,7841653
7873481,10.65,7874010,0.82,7874262,-10.73,7874440,-2.72,7874621,1.17,7874879,1.91,7875138,3.53,7875315,16.70,7883143,100776,7918531,45.81,7955631,100782,7992812,55.585744,7993165,38.082078,7993428,111.50,7993686,0.05,7993865,233.15,7994128
8015747,8.45,8015824,-2.66,8015851,-7.19,8015877,-2.67,8015908,1.22,8015941,1.87,8015972,3.48,8016006,16.70,8021789,100775,8055527,46.31,8093674,100778,8128471,55.585744,8128519,38.082078,8128557,111.50,8128589,0.05,8128618,233.15,8128651
8142158,4.91,8142231,-0.76,8142258,4.53,8142284,-2.74,8142314,1.17,8142348,1.85,8142379,3.51,8142405,16.70,8148791,100774,8186248,45.64,8221587,100777,8257820,55.585745,8258169,38.082078,8258432,111.50,8258690,0.07,8258869,233.15,8259133
8295095,-0.34,8295173,-3.02,8295199,5.02,8295225,-2.72,8295256,1.16,8295289,1.82,8295320,3.48,8295346,16.70,8301789,100774,8335527,45.64,8373593,100779,8408475,55.585745,8408521,38.082078,8408559,111.60,8408592,0.06,8408621,233.15,8408653
8422177,-9.13,8422251,-4.12,8422277,4.77,8422303,-2.71,8422334,1.21,8422368,1.78,8422398,3.46,8422425,16.70,8428791,100775,8465234,45.81,8501587,100772,8535474,55.585745,8535521,38.082079,8535559,111.60,8535591,0.04,8535620,233.15,8535653
8564683,-16.02,8565214,1.62,8565465,10.45,8565644,-2.69,8565824,1.12,8566161,1.88,8566341,3.47,8566518,16.70,8574007,100779,8609527,45.73,8643580,100774,8680861,55.585746,8681210,38.082079,8681473,111.70,8681731,0.06,8681911,233.15,8682174
8706954,-13.46,8707036,-2.53,8707063,11.18,8707091,-2.71,8707121,1.12,8707155,1.84,8707186,3.46,8707212,16.70,8712791,100775,8749235,45.89,8786353,100774,8820474,55.585746,8820521,38.082079,8820558,111.70,8820591,0.06,8820620,233.15,8820653
8864087,-0.03,8864607,6.74,8864784,1.23,8864959,-2.73,8865222,1.02,8865480,1.86,8865662,3.46,8865914,16.70,8874019,100771,8909527,45.64,8946514,100771,8981475,55.585747,8981523,38.082081,8981560,111.80,8981593,0.15,8981622,233.15,8981654
8995092,5.40,8995167,2.65,8995193,-2.61,8995220,-2.74,8995250,1.07,8995284,1.87,8995314,3.48,8995341,16.70,9001791,100772,9035531,46.14,9073653,100776,9109475,55.585747,9109521,38.082081,9109558,111.80,9109591,0.15,9109620,233.15,9109652
