time_1,gyro_X,time_2,gyro_Y,time_3,gyro_Z,time_4,acceleration_X,time_5,acceleration_Y,time_6,acceleration_Z,time_7,Resultant g,time_8,Temperature,time_9,Pressure,time_10,Altitude,time_11,Pressure at sealevel (calculated),time_12,Latitude,time_13,Longitude,time_14,GPS_Altitude,time_15,speed,time_16,course,time_17
2521397,0.96,2521536,-4.31,2521582,-2.26,2521627,-2.83,2521674,1.12,2521721,1.85,2521767,3.56,2521802,18.70,2527800,100671,2561586,54.76,2599315,100675,2635483,55.585794,2635559,38.082019,2635625,115.00,2635684,0.03,2635742,80.83,2635802
2656651,-3.31,2656720,-2.06,2656747,-0.24,2656773,-2.76,2656804,1.20,2656837,1.84,2656868,3.53,2656894,18.80,2662791,100673,2699246,54.68,2734576,100665,2768475,55.585794,2768521,38.082019,2768559,114.90,2768591,0.04,2768620,80.83,2768651
2795222,2.49,2795742,2.83,2795919,0.18,2796176,-2.78,2796357,1.10,2796616,1.83,2796797,3.50,2797055,18.80,2805067,100665,2840527,54.59,2877589,100667,2914774,55.585794,2915124,38.082019,2915387,114.90,2915645,0.09,2915900,80.83,2916162
2937449,5.05,2937518,-0.77,2937544,-2.26,2937570,-2.79,2937601,1.08,2937634,1.83,2937665,3.51,2937691,18.80,2943791,100668,2980186,54.84,3017620,100666,3051475,55.585794,3051521,38.082019,3051559,114.90,3051591,0.09,3051620,80.83,3051650
3063370,7.86,3063441,-1.14,3063468,-5.00,3063494,-2.77,3063524,1.12,3063558,1.82,3063588,3.50,3063614,18.80,3069789,100670,3107167,54.34,3142569,100671,3178887,55.585794,3179238,38.082019,3179501,114.80,3179760,0.01,3179940,80.83,3180202
3207536,10.12,3207980,-0.22,3208237,-4.51,3208414,-2.78,3208671,1.12,3208931,1.82,3209193,3.51,3209370,18.90,3217113,100668,3251531,54.76,3288511,100670,3323475,55.585794,3323519,38.082019,3323556,114.80,3323589,0.01,3323618,80.83,3323649
3343475,10.48,3343548,-0.47,3343574,-3.97,3343601,-2.79,3343631,1.12,3343665,1.80,3343695,3.50,3343722,18.80,3349789,100671,3386240,55.01,3421568,100666,3455475,55.585794,3455523,38.082019,3455561,114.80,3455593,0.05,3455622,80.83,3455653
3469256,5.24,3469699,-4.74,3469951,-2.38,3470133,-2.79,3470387,1.09,3470571,1.81,3470827,3.50,3471085,18.90,3479095,100671,3515156,54.51,3548578,100671,3584833,55.585794,3585180,38.082019,3585443,114.80,3585626,0.10,3585881,80.83,3586142
3619449,3.28,3619520,-5.35,3619546,-1.04,3619573,-2.75,3619603,1.10,3619637,1.86,3619667,3.50,3619693,18.90,3625789,100667,3659527,54.59,3696514,100669,3731471,55.585794,3731517,38.082020,3731554,114.80,3731587,0.10,3731616,80.83,3731646
3743403,2.55,3743472,-1.32,3743498,0.18,3743524,-2.75,3743555,1.09,3743588,1.83,3743619,3.48,3743645,18.90,3749791,100670,3786248,54.76,3821577,100668,3855475,55.585793,3855521,38.082020,3855558,114.80,3855591,0.09,3855620,80.83,3855650
