time_1,gyro_X,time_2,gyro_Y,time_3,gyro_Z,time_4,acceleration_X,time_5,acceleration_Y,time_6,acceleration_Z,time_7,Resultant g,time_8,Temperature,time_9,Pressure,time_10,Altitude,time_11,Pressure at sealevel (calculated),time_12,Latitude,time_13,Longitude,time_14,GPS_Altitude,time_15,speed,time_16,course,time_17
45697468,35.63,45697618,30.87,45697657,-13.29,45697704,-14.00,45697752,1.16,45697798,1.92,45697848,14.18,45697897,19.30,45703794,100734,45737568,48.90,45771697,100733,45805492,55.604101,45805567,38.107636,45805636,169.20,45805697,0.07,45805757,0.00,45805813
45868094,35.63,45868169,30.93,45868197,-13.22,45868226,-14.00,45868258,1.16,45868288,1.93,45868319,14.18,45868348,19.30,45874792,100739,45908536,48.74,45942579,100743,45976478,55.604101,45976522,38.107636,45976560,169.20,45976592,0.07,45976622,0.00,45976648
45987949,35.63,45988035,30.93,45988064,-13.29,45988092,-14.00,45988124,1.16,45988155,1.93,45988186,14.18,45988214,19.30,45994790,100744,46028534,49.40,46062579,100740,46096480,55.604101,46096526,38.107636,46096566,169.20,46096599,0.07,46096628,0.00,46096654
46156340,35.63,46156415,30.87,46156444,-13.29,46156472,-14.00,46156504,1.16,46156535,1.93,46156566,14.18,46156594,19.30,46162792,100738,46196536,48.99,46230579,100739,46264477,55.604101,46264522,38.107636,46264560,169.20,46264592,0.07,46264622,0.00,46264648
46275942,35.69,46276029,30.93,46276057,-13.29,46276085,-14.00,46276117,1.16,46276148,1.93,46276179,14.18,46276207,19.40,46281790,100742,46315534,48.99,46349579,100740,46383480,55.604101,46383526,38.107636,46383566,169.20,46383598,0.07,46383628,0.00,46383654
46441390,35.56,46441465,30.93,46441493,-13.29,46441522,-14.00,46441554,1.16,46441585,1.92,46441615,14.18,46441644,19.40,46449126,100732,46486439,49.07,46520583,100735,46554473,55.604101,46554517,38.107636,46554556,169.20,46554588,0.07,46554618,0.00,46554644
46566177,35.63,46566254,30.87,46566282,-13.29,46566311,-14.00,46566343,1.16,46566374,1.92,46566405,14.18,46566433,19.40,46572787,100729,46606538,49.15,46640577,100736,46674479,55.604119,46674526,38.107515,46674566,163.40,46674599,0.33,46674628,0.00,46674654
46736505,35.63,46736580,30.87,46736609,-13.29,46736637,-14.00,46736669,1.16,46736700,1.93,46736731,14.18,46736759,19.40,46742791,100741,46776538,48.90,46810577,100736,46844477,55.604119,46844524,38.107515,46844562,163.40,46844595,0.33,46844624,0.00,46844650
46855939,35.63,46856026,30.93,46856054,-13.29,46856083,-14.00,46856115,1.16,46856146,1.92,46856177,14.18,46856205,19.40,46861789,100740,46895534,48.90,46929577,100732,46963480,55.604119,46963528,38.107515,46963568,163.40,46963601,0.33,46963630,0.00,46963656
46983020,35.69,46983095,30.87,46983123,-13.29,46983152,-14.00,46983184,1.16,46983215,1.92,46983246,14.18,46983274,19.40,46989791,100738,47023536,49.15,47057577,100736,47091477,55.604119,47091523,38.107515,47091562,163.40,47091595,0.33,47091624,0.00,47091650
47102946,35.69,47103033,30.93,47103061,-13.29,47103090,-14.00,47103122,1.16,47103152,1.93,47103183,14.18,47103212,19.40,47108789,100739,47142534,49.15,47176577,100736,47210479,55.604119,47210528,38.107515,47210568,163.40,47210601,0.33,47210630,0.00,47210656
47230068,35.63,47230144,30.93,47230172,-13.29,47230200,-14.00,47230232,1.16,47230263,1.93,47230294,14.18,47230322,19.40,47236791,100737,47270536,49.32,47304577,100732,47338477,55.604119,47338524,38.107515,47338562,163.40,47338595,0.33,47338624,0.00,47338650
47349942,35.69,47350029,30.87,47350057,-13.29,47350085,-14.00,47350117,1.16,47350148,1.92,47350179,14.18,47350207,19.40,47355790,100737,47389534,48.99,47423577,100738,47459860,55.604119,47460214,38.107515,47460555,163.40,47460813,0.33,47461076,0.00,47461252
47496579,35.63,47496654,30.87,47496683,-13.29,47496711,-14.00,47496743,1.16,47496774,1.93,47496805,14.18,47496833,19.40,47502790,100741,47536540,49.24,47570579,100737,47604477,55.604087,47604519,38.107650,47604557,169.10,47604590,0.13,47604620,0.00,47604646
47616015,35.63,47616095,30.87,47616123,-13.29,47616151,-14.00,47616183,1.16,47616214,1.93,47616245,14.18,47616274,19.40,47622789,100738,47656536,49.24,47690579,100741,47724480,55.604087,47724526,38.107650,47724566,169.10,47724598,0.13,47724628,0.00,47724654
47748518,35.56,47748606,30.87,47748634,-13.29,47748662,-14.00,47748694,1.16,47748725,1.92,47748756,14.18,47748785,19.40,47754791,100735,47788536,48.99,47822601,100737,47856477,55.604087,47856521,38.107650,47856559,169.10,47856592,0.13,47856622,0.00,47856648
47870563,35.63,47870647,30.93,47870675,-13.29,47870703,-14.00,47870735,1.16,47870766,1.93,47870797,14.18,47870825,19.40,47876791,100741,47910536,48.90,47944591,100739,47978477,55.604087,47978523,38.107650,47978563,169.10,47978596,0.13,47978626,0.00,47978652
47999591,35.63,47999670,30.93,47999698,-13.29,47999727,-14.00,47999759,1.16,47999789,1.92,47999820,14.18,47999849,19.40,48005789,100737,48039534,49.15,48073585,100736,48107479,55.604087,48107523,38.107650,48107561,169.10,48107594,0.13,48107624,0.00,48107650
48120745,35.63,48120828,30.87,48120856,-13.29,48120885,-14.00,48120917,1.16,48120948,1.92,48120979,14.18,48121015,19.40,48126791,100741,48160536,48.65,48194591,100741,48228477,55.604087,48228523,38.107650,48228563,169.10,48228596,0.13,48228626,0.00,48228652
48249701,35.63,48249780,30.93,48249808,-13.22,48249837,-14.00,48249869,1.16,48249899,1.92,48249930,14.18,48249959,19.40,48255789,100743,48289534,48.74,48323585,100739,48357480,55.604087,48357524,38.107650,48357562,169.10,48357594,0.13,48357624,0.00,48357650
48370749,35.63,48370833,30.93,48370861,-13.22,48370889,-14.00,48370921,1.16,48370952,1.92,48370983,14.18,48371019,19.40,48376791,100742,48410536,49.66,48444591,100736,48481894,55.604087,48482245,38.107650,48482510,169.10,48482767,0.13,48483029,0.00,48483205
48525261,35.63,48525338,30.93,48525366,-13.22,48525395,-14.00,48525427,1.16,48525457,1.92,48525488,14.18,48525517,19.30,48531788,100744,48565538,48.74,48599583,100740,48633480,55.604078,48633523,38.107690,48633561,170.90,48633594,0.39,48633623,0.00,48633649
48646806,35.69,48646890,30.93,48646918,-13.29,48646946,-14.00,48646978,1.16,48647017,1.92,48647048,14.18,48647077,19.30,48652792,100744,48686538,49.15,48720589,100742,48754478,55.604078,48754526,38.107690,48754566,170.90,48754598,0.39,48754628,0.00,48754654
48775733,35.69,48775812,30.93,48775840,-13.29,48775869,-14.00,48775901,1.16,48775932,1.92,48775963,14.18,48776000,19.30,48781790,100737,48815534,49.15,48849583,100742,48883480,55.604078,48883526,38.107690,48883563,170.90,48883596,0.39,48883626,0.00,48883652
48910219,35.63,48910303,30.93,48910331,-13.29,48910360,-14.00,48910392,1.16,48910422,1.92,48910453,14.18,48910482,19.30,48916792,100743,48950536,48.82,48984589,100736,49018477,55.604078,49018525,38.107690,49018565,170.90,49018598,0.39,49018627,0.00,49018653
49039710,35.63,49039789,30.93,49039817,-13.22,49039846,-14.00,49039878,1.16,49039909,1.92,49039940,14.18,49039968,19.30,49045790,100743,49079534,47.90,49113583,100745,49147480,55.604078,49147526,38.107690,49147563,170.90,49147596,0.39,49147626,0.00,49147652
49160737,35.69,49160820,30.87,49160849,-13.22,49160877,-14.00,49160909,1.16,49160940,1.92,49160971,14.18,49161007,19.30,49166792,100744,49200536,48.48,49234589,100738,49268477,55.604078,49268525,38.107690,49268565,170.90,49268598,0.39,49268627,0.00,49268653
49289719,35.63,49289798,30.93,49289827,-13.22,49289855,-14.00,49289887,1.16,49289918,1.93,49289949,14.18,49289977,19.30,49295790,100740,49329534,48.48,49363583,100747,49397479,55.604078,49397525,38.107690,49397563,170.90,49397596,0.39,49397625,0.00,49397651
49410737,35.69,49410820,30.93,49410849,-13.29,49410877,-14.00,49410909,1.16,49410940,1.92,49410971,14.18,49411007,19.30,49416792,100739,49453255,48.40,49490677,100746,49524478,55.604078,49524525,38.107690,49524565,170.90,49524598,0.39,49524628,0.00,49524654
49545953,35.69,49546040,30.93,49546068,-13.22,49546096,-14.00,49546128,1.16,49546159,1.92,49546190,14.18,49546218,19.30,49552788,100740,49586538,48.74,49620585,100746,49654480,55.604081,49654521,38.107658,49654560,169.00,49654592,0.31,49654622,0.00,49654648
49667784,35.63,49667867,30.93,49667896,-13.29,49667924,-14.00,49667956,1.16,49667994,1.92,49668025,14.18,49668054,19.30,49673792,100738,49707538,48.48,49741591,100739,49775478,55.604081,49775523,38.107658,49775564,169.00,49775596,0.31,49775626,0.00,49775652
49804960,35.63,49805054,30.93,49805082,-13.29,49805111,-14.00,49805143,1.16,49805174,1.92,49805204,14.18,49805233,19.30,49811790,100740,49845534,48.65,49879599,100743,49913480,55.604081,49913523,38.107658,49913562,169.00,49913594,0.31,49913624,0.00,49913650
49927597,35.63,49927680,30.93,49927709,-13.29,49927737,-14.00,49927769,1.16,49927800,1.93,49927831,14.18,49927859,19.30,49933792,100742,49967536,49.40,50001591,100739,50035477,55.604081,50035523,38.107658,50035564,169.00,50035596,0.31,50035626,0.00,50035652
50056723,35.63,50056803,30.87,50056831,-13.29,50056859,-14.00,50056891,1.16,50056922,1.93,50056953,14.18,50056981,19.30,50062790,100739,50096534,49.15,50130587,100740,50164480,55.604081,50164524,38.107658,50164562,169.00,50164594,0.31,50164624,0.00,50164650
50177701,35.63,50177785,30.93,50177813,-13.29,50177841,-14.00,50177874,1.16,50177904,1.93,50177935,14.18,50177964,19.30,50183792,100747,50217536,48.57,50251591,100747,50285477,55.604081,50285523,38.107658,50285564,169.00,50285596,0.31,50285625,0.00,50285651
50306719,35.69,50306798,30.93,50306826,-13.22,50306855,-14.00,50306887,1.16,50306918,1.94,50306949,14.18,50306977,19.30,50312790,100738,50346533,49.15,50380586,100737,50414478,55.604081,50414522,38.107658,50414561,169.00,50414593,0.31,50414622,0.00,50414648
50427699,35.69,50427783,30.87,50427811,-13.22,50427839,-14.00,50427871,1.16,50427902,1.93,50427933,14.18,50427961,19.30,50433791,100741,50470207,49.32,50505590,100738,50539476,55.604081,50539522,38.107658,50539563,169.00,50539595,0.31,50539624,0.00,50539650
50560958,35.69,50561043,30.87,50561071,-13.29,50561100,-14.00,50561132,1.16,50561162,1.93,50561193,14.18,50561222,19.30,50567787,100742,50601537,48.65,50635584,100739,50669478,55.604073,50669523,38.107692,50669561,170.90,50669593,0.28,50669623,0.00,50669649
50682765,35.69,50682848,30.93,50682877,-13.29,50682905,-14.00,50682937,1.16,50682968,1.93,50683007,14.18,50683035,19.30,50688791,100739,50722537,48.82,50756588,100739,50790476,55.604073,50790525,38.107692,50790565,170.90,50790597,0.28,50790627,0.00,50790653
50811755,35.69,50811835,30.87,50811863,-13.29,50811891,-14.00,50811923,1.16,50811954,1.93,50811993,14.18,50812021,19.30,50817789,100746,50851533,48.74,50885584,100739,50919478,55.604073,50919525,38.107692,50919563,170.90,50919595,0.28,50919625,0.00,50919651
