time_1,gyro_X,time_2,gyro_Y,time_3,gyro_Z,time_4,acceleration_X,time_5,acceleration_Y,time_6,acceleration_Z,time_7,Resultant g,time_8,Temperature,time_9,Pressure,time_10,Altitude,time_11,Pressure at sealevel (calculated),time_12,Latitude,time_13,Longitude,time_14,GPS_Altitude,time_15,speed,time_16,course,time_17
2673833,-0.04,2673996,-0.00,2674042,-0.01,2674087,0.36,2674134,0.72,2674181,12.11,2674231,13.20,2674282,7.80,2680568,101442,2716480,-9.57,2751326,101436,2785080,55.585693,2785162,38.081965,2785229,110.00,2785289,0.04,2785348,0.00,2785404
2817099,-0.03,2817710,0.01,2817886,-0.01,2818144,0.73,2818320,0.41,2818497,12.19,2818755,13.33,2819022,7.80,2826510,101434,2861157,-9.24,2895267,101443,2931669,55.585694,2932103,38.081963,2932367,110.00,2932705,0.01,2933052,0.00,2933228
2957619,-0.06,2957716,-0.03,2957743,-0.00,2957769,0.21,2957795,0.14,2957821,11.86,2957849,12.21,2957886,7.80,2963563,101436,2998173,-9.90,3035972,101435,3071080,55.585694,3071134,38.081963,3071172,110.00,3071212,0.01,3071253,0.00,3071279
3115735,-0.04,3116345,-0.01,3116523,-0.01,3116775,-0.36,3116957,0.37,3117212,12.21,3117393,12.22,3117654,7.80,3125403,101429,3160157,-9.32,3194269,101438,3230655,55.585694,3231090,38.081963,3231353,110.00,3231691,0.01,3232038,0.00,3232214
3259365,-0.06,3259462,-0.02,3259488,0.00,3259514,0.34,3259541,0.60,3259566,11.68,3259594,12.62,3259631,7.90,3265561,101442,3299861,-9.82,3338004,101433,3373080,55.585694,3373134,38.081963,3373172,110.00,3373212,0.01,3373253,0.00,3373279
3391152,-0.05,3391243,-0.04,3391269,-0.01,3391295,0.25,3391321,0.30,3391347,12.08,3391375,12.63,3391412,7.90,3398487,101431,3435149,-9.32,3470269,101440,3505668,55.585694,3506105,38.081963,3506442,110.00,3506704,0.06,3507051,0.00,3507226
3550867,-0.06,3550972,-0.01,3550998,0.00,3551024,0.29,3551050,0.39,3551076,12.00,3551108,12.68,3551145,7.90,3557563,101433,3591153,-8.82,3628044,101439,3663078,55.585694,3663130,38.081963,3663168,110.00,3663208,0.02,3663249,0.00,3663275
3681012,-0.09,3681105,0.02,3681131,0.01,3681157,-0.21,3681184,0.48,3681210,13.78,3681238,14.05,3681274,7.90,3687563,101444,3723208,-9.49,3758265,101440,3792078,55.585694,3792134,38.081962,3792172,110.00,3792212,0.03,3792253,0.00,3792279
3833252,-0.09,3833866,-0.19,3834124,0.04,3834300,0.49,3834477,0.33,3834728,12.20,3834910,13.01,3835251,7.90,3842486,101440,3876153,-10.07,3912938,101439,3948080,55.585695,3948133,38.081962,3948170,110.00,3948210,0.06,3948252,0.00,3948278
3966002,-0.04,3966095,-0.23,3966122,0.11,3966148,0.63,3966174,0.04,3966201,12.71,3966229,13.37,3966265,7.90,3972563,101434,4008231,-9.49,4045936,101439,4079078,55.585695,4079134,38.081962,4079173,110.00,4079212,0.09,4079254,0.00,4079279
4109188,0.04,4109802,0.02,4110059,0.16,4110235,0.47,4110412,0.18,4110665,12.62,4110847,13.27,4111190,7.90,4118422,101446,4153153,-9.49,4187265,101439,4222746,55.585695,4223182,38.081962,4223446,110.10,4223709,0.10,4224057,0.00,4224233
4255523,0.02,4255612,-0.04,4255638,0.09,4255668,1.04,4255694,-0.17,4255720,12.02,4255748,12.90,4255785,7.90,4261561,101437,4295145,-9.65,4332983,101442,4368078,55.585695,4368134,38.081962,4368172,110.10,4368213,0.10,4368254,0.00,4368280
4394154,-0.01,4394249,0.02,4394275,-0.03,4394301,1.15,4394328,0.39,4394354,11.77,4394386,13.32,4394423,7.90,4401423,101434,4438170,-9.15,4472265,101434,4507661,55.585694,4508097,38.081962,4508437,110.20,4508698,0.07,4509045,0.00,4509221
4544975,-0.07,4545069,-0.10,4545095,-0.04,4545121,0.50,4545147,0.76,4545173,12.57,4545201,13.83,4545237,7.90,4551563,101437,4585153,-8.99,4622088,101437,4657078,55.585694,4657134,38.081962,4657172,110.20,4657213,0.26,4657254,247.00,4657286
4683641,-0.13,4683737,0.09,4683763,-0.01,4683789,0.57,4683815,0.36,4683841,10.72,4683873,11.65,4683910,7.90,4689562,101437,4725206,-8.99,4760264,101434,4794078,55.585695,4794134,38.081961,4794172,110.30,4794213,0.43,4794254,309.76,4794287
