time_1,gyro_X,time_2,gyro_Y,time_3,gyro_Z,time_4,acceleration_X,time_5,acceleration_Y,time_6,acceleration_Z,time_7,Resultant g,time_8,Temperature,time_9,Pressure,time_10,Altitude,time_11,Pressure at sealevel (calculated),time_12,Latitude,time_13,Longitude,time_14,GPS_Altitude,time_15,speed,time_16,course,time_17
2976469,-0.02,2976625,-0.03,2976671,-0.03,2976716,2.60,2976763,0.35,2976811,11.62,2976861,14.57,2976912,7.30,2982568,101433,3018436,-8.57,3053326,101428,3087080,55.585695,3087162,38.081947,3087228,108.80,3087289,0.05,3087348,0.00,3087404
3178500,-0.04,3178592,-0.03,3178618,-0.02,3178644,2.70,3178670,0.37,3178696,11.67,3178729,14.74,3178765,7.30,3184563,101435,3220256,-8.41,3255265,101429,3289076,55.585688,3289134,38.081985,3289172,109.70,3289213,0.07,3289254,0.00,3289280
3318823,-0.13,3319519,-0.02,3319696,-0.00,3319872,2.61,3320130,0.36,3320307,11.92,3320561,14.89,3320821,7.30,3328406,101433,3363149,-8.66,3397261,101426,3433723,55.585690,3434081,38.081983,3434343,109.70,3434681,0.05,3435029,0.00,3435205
3516472,0.02,3517083,-0.01,3517261,-0.01,3517437,2.60,3517614,0.09,3517866,12.07,3518129,14.76,3518389,7.30,3525450,101421,3560149,-8.41,3594265,101436,3630638,55.585690,3631074,38.081983,3631337,109.70,3631675,0.05,3632023,0.00,3632199
3659111,0.04,3659208,-0.03,3659234,-0.04,3659260,2.59,3659287,0.02,3659313,11.82,3659341,14.44,3659377,7.30,3665563,101431,3701119,-8.57,3738995,101430,3773080,55.585690,3773134,38.081983,3773172,109.70,3773212,0.05,3773253,0.00,3773279
3793803,0.08,3794417,0.00,3794668,-0.02,3794844,2.59,3795102,0.23,3795279,11.90,3795457,14.72,3795719,7.40,3803470,101422,3840219,-8.66,3874265,101434,3909686,55.585693,3910121,38.081979,3910384,109.40,3910723,0.06,3911070,0.00,3911246
3992910,-0.06,3993014,-0.00,3993040,0.00,3993066,2.62,3993092,0.55,3993119,11.72,3993151,14.89,3993187,7.40,4000451,101430,4037198,-8.32,4072263,101424,4107651,55.585692,4108087,38.081979,4108426,109.40,4108690,0.06,4109034,0.00,4109210
4144963,-0.23,4145055,-0.02,4145081,0.01,4145107,2.59,4145134,0.15,4145160,11.99,4145188,14.72,4145224,7.40,4151563,101425,4185153,-8.74,4222075,101425,4257076,55.585693,4257130,38.081979,4257168,109.20,4257213,0.04,4257254,0.00,4257280
4332094,-0.27,4332708,-0.04,4332966,-0.01,4333143,2.42,4333320,0.01,4333572,12.02,4333755,14.45,4334097,7.40,4341415,101418,4375153,-7.91,4411968,101432,4448707,55.585693,4449065,38.081980,4449178,109.00,4449217,0.02,4449259,0.00,4449285
4466970,-0.05,4467061,-0.04,4467087,-0.01,4467113,2.66,4467140,-0.07,4467166,11.94,4467194,14.53,4467230,7.40,4473563,101430,4509217,-8.90,4546040,101433,4579076,55.585693,4579134,38.081981,4579172,109.00,4579212,0.09,4579253,0.00,4579279
