time_1,gyro_X,time_2,gyro_Y,time_3,gyro_Z,time_4,acceleration_X,time_5,acceleration_Y,time_6,acceleration_Z,time_7,Resultant g,time_8,Temperature,time_9,Pressure,time_10,Altitude,time_11,Pressure at sealevel (calculated),time_12,Latitude,time_13,Longitude,time_14,GPS_Altitude,time_15,speed,time_16,course,time_17
2874431,-0.09,2875557,-0.04,2875901,-0.01,2876251,1.98,2876521,1.26,2876867,11.65,2877298,14.89,2877649,7.70,2884572,101444,2918195,-10.15,2955311,101445,2990086,55.585748,2990164,38.082051,2990230,102.80,2990291,0.03,2990350,0.00,2990406
3058717,-0.06,3059409,-0.02,3059586,-0.01,3059763,2.20,3060021,1.51,3060197,11.84,3060455,15.55,3060715,7.70,3068472,101447,3103160,-10.57,3140033,101451,3176699,55.585719,3177213,38.081997,3177477,102.80,3177742,0.02,3178089,0.00,3178265
3199094,-0.13,3199191,-0.01,3199218,0.00,3199243,2.02,3199270,1.32,3199296,11.86,3199324,15.19,3199360,7.70,3205567,101454,3241165,-9.90,3278962,101452,3313084,55.585719,3313138,38.081997,3313176,102.80,3313216,0.02,3313258,0.00,3313283
3379904,-0.10,3380596,-0.02,3380773,-0.02,3381030,1.98,3381207,1.11,3381384,12.02,3381642,15.11,3381902,7.70,3388567,101452,3422160,-9.74,3459068,101439,3494082,55.585720,3494136,38.081997,3494174,109.70,3494214,0.10,3494256,0.00,3494281
3512141,-0.02,3512234,-0.01,3512261,-0.00,3512287,1.89,3512317,1.38,3512343,11.74,3512372,15.01,3512408,7.70,3518567,101444,3554214,-10.40,3589265,101442,3623083,55.585718,3623138,38.081993,3623176,110.30,3623216,0.03,3623258,0.00,3623284
3645113,-0.18,3645719,-0.02,3645900,-0.01,3646157,2.09,3646333,1.38,3646510,11.89,3646765,15.37,3647032,7.70,3654519,101447,3689156,-10.73,3723272,101453,3758633,55.585718,3759147,38.081992,3759410,110.60,3759676,0.05,3760024,0.00,3760200
3833440,-0.01,3833538,-0.02,3833564,-0.01,3833590,1.88,3833616,1.23,3833643,11.91,3833675,15.02,3833711,7.70,3840435,101454,3877182,-9.74,3911267,101447,3946764,55.585716,3947200,38.081992,3947464,110.80,3947728,0.05,3948075,0.00,3948251
3983653,-0.13,3983744,-0.05,3983770,-0.00,3983796,2.00,3983822,1.08,3983848,11.91,3983876,14.99,3983913,7.70,3989567,101444,4023156,-9.90,4059947,101446,4095082,55.585715,4095136,38.081988,4095174,111.00,4095214,0.01,4095255,0.00,4095281
4176018,-0.21,4176710,-0.07,4176887,-0.02,4177144,1.97,4177321,0.80,4177497,11.89,4177757,14.66,4178024,7.70,4184576,101454,4218156,-10.24,4254997,101455,4290084,55.585714,4290138,38.081984,4290176,111.30,4290216,0.09,4290258,0.00,4290283
4308010,-0.06,4308102,-0.04,4308128,-0.00,4308154,1.92,4308180,0.88,4308206,11.94,4308235,14.74,4308271,7.70,4314567,101444,4350151,-9.99,4386402,101445,4420081,55.585714,4420136,38.081984,4420173,111.40,4420214,0.01,4420256,0.00,4420282
