time_1,gyro_X,time_2,gyro_Y,time_3,gyro_Z,time_4,acceleration_X,time_5,acceleration_Y,time_6,acceleration_Z,time_7,Resultant g,time_8,Temperature,time_9,Pressure,time_10,Altitude,time_11,Pressure at sealevel (calculated),time_12,Latitude,time_13,Longitude,time_14,GPS_Altitude,time_15,speed,time_16,course,time_17
2578801,-0.07,2579936,-0.01,2580284,-0.02,2580629,0.39,2581058,0.11,2581330,12.10,2581679,12.60,2582110,7.90,2589505,101429,2624195,-9.15,2658328,101439,2693741,55.585717,2694351,38.081979,2694793,112.60,2695309,0.01,2695743,0.00,2696182
2734220,-0.05,2734307,-0.06,2734333,-0.02,2734359,0.39,2734389,0.29,2734415,12.11,2734448,12.78,2734484,7.90,2740565,101429,2776152,-8.24,2814028,101434,2848080,55.585717,2848134,38.081979,2848172,112.60,2848213,0.01,2848254,0.00,2848280
2868301,-0.05,2868915,-0.03,2869172,-0.00,2869348,0.43,2869525,0.25,2869777,12.15,2869962,12.83,2870221,8.00,2877447,101437,2914192,-8.82,2948268,101439,2983653,55.585718,2984087,38.081979,2984351,112.70,2984690,0.03,2985036,0.00,2985212
3041464,-0.04,3041553,-0.03,3041579,0.01,3041610,0.32,3041636,0.24,3041662,12.17,3041694,12.73,3041731,8.00,3047565,101428,3083258,-8.74,3118265,101431,3152080,55.585718,3152136,38.081979,3152174,112.70,3152215,0.03,3152256,0.00,3152282
3174059,-0.06,3174748,-0.05,3174931,0.02,3175183,0.41,3175360,0.28,3175536,12.19,3175714,12.88,3176055,8.00,3183553,101429,3218151,-9.07,3252268,101429,3287638,55.585718,3288072,38.081979,3288335,112.70,3288675,0.01,3289022,0.00,3289198
3322512,-0.06,3322601,-0.01,3322628,0.01,3322658,0.37,3322684,0.41,3322710,12.17,3322738,12.94,3322775,8.00,3328564,101434,3362154,-8.90,3399989,101427,3435080,55.585718,3435136,38.081979,3435174,112.70,3435215,0.01,3435256,0.00,3435282
3480561,-0.08,3481256,-0.03,3481433,-0.00,3481610,0.36,3481787,0.38,3482044,12.01,3482302,12.75,3482564,8.00,3489446,101430,3524154,-9.57,3558265,101427,3593772,55.585718,3594207,38.081979,3594470,112.70,3594736,0.02,3595082,0.00,3595257
3626492,-0.07,3626585,-0.03,3626611,-0.02,3626637,0.44,3626663,0.28,3626690,12.06,3626718,12.78,3626754,8.00,3632565,101429,3668210,-8.57,3706086,101427,3741080,55.585718,3741136,38.081979,3741174,112.70,3741215,0.02,3741256,0.00,3741282
3770858,-0.06,3771551,-0.01,3771728,-0.02,3771904,0.41,3772162,0.25,3772338,12.20,3772596,12.86,3772780,8.00,3780439,101429,3815686,-9.15,3849265,101431,3884711,55.585718,3885068,38.081979,3885332,112.70,3885670,0.00,3885937,0.00,3886113
3920603,-0.06,3920696,-0.01,3920723,-0.02,3920749,0.39,3920775,0.15,3920801,12.20,3920829,12.74,3920865,8.00,3926564,101432,3960154,-8.57,3998009,101424,4033080,55.585718,4033136,38.081979,4033174,112.70,4033215,0.00,4033253,0.00,4033279
