time_1,gyro_X,time_2,gyro_Y,time_3,gyro_Z,time_4,acceleration_X,time_5,acceleration_Y,time_6,acceleration_Z,time_7,Resultant g,time_8,Temperature,time_9,Pressure,time_10,Altitude,time_11,Pressure at sealevel (calculated),time_12,Latitude,time_13,Longitude,time_14,GPS_Altitude,time_15,speed,time_16,course,time_17
2572511,0.01,2572663,-0.14,2572709,0.04,2572758,1.72,2572805,0.25,2572852,12.02,2572902,14.00,2572948,12.70,2578571,101326,2614427,-0.42,2649328,101326,2683084,55.585706,2683162,38.081912,2683228,109.50,2683289,0.03,2683347,0.00,2683404
2729586,-0.07,2730200,0.06,2730376,0.04,2730553,1.75,2730805,-0.25,2730987,11.14,2731243,12.64,2731504,12.70,2738476,101326,2773158,-0.50,2810075,101333,2846078,55.585708,2846133,38.081912,2846170,109.70,2846211,0.02,2846252,0.00,2846278
2864019,-0.16,2864117,-0.08,2864143,0.01,2864169,1.40,2864195,0.38,2864221,11.73,2864250,13.50,2864286,12.80,2870567,101331,2906154,-0.75,2943862,101329,2978082,55.585708,2978136,38.081912,2978174,109.70,2978214,0.03,2978256,0.00,2978281
3009173,-0.02,3009783,-0.22,3010040,0.02,3010217,1.95,3010469,0.11,3010645,12.62,3010827,14.68,3011166,12.80,3018490,101323,3053159,0.33,3087268,101321,3122656,55.585708,3123092,38.081912,3123355,109.70,3123693,0.10,3124040,0.00,3124215
3154875,0.20,3154980,-0.21,3155006,0.09,3155032,2.24,3155058,-0.29,3155085,12.26,3155113,14.21,3155149,12.80,3161567,101317,3195142,0.83,3233086,101315,3268080,55.585708,3268132,38.081912,3268170,109.70,3268210,0.10,3268252,0.00,3268278
3286127,0.16,3286220,-0.27,3286246,0.06,3286272,2.02,3286299,0.22,3286325,12.12,3286353,14.36,3286389,12.70,3292567,101309,3328233,0.58,3363266,101312,3397078,55.585709,3397138,38.081912,3397176,109.70,3397216,0.10,3397257,0.00,3397283
3441883,0.07,3442576,-0.19,3442753,0.12,3443010,2.58,3443187,1.24,3443363,11.64,3443621,15.46,3443881,12.80,3450567,101315,3484154,0.83,3521097,101300,3556080,55.585709,3556132,38.081912,3556170,109.70,3556210,0.05,3556251,0.00,3556277
3574015,-0.01,3574105,-0.11,3574131,0.12,3574157,2.91,3574184,0.71,3574214,10.54,3574242,14.16,3574278,12.90,3580566,101333,3616203,-1.75,3651267,101343,3685078,55.585709,3685138,38.081911,3685176,109.80,3685217,0.04,3685258,0.00,3685284
3716306,-0.11,3716916,-0.04,3717177,0.02,3717354,2.96,3717605,-0.17,3717782,11.54,3718043,14.33,3718305,12.80,3725451,101322,3760154,0.92,3794267,101315,3830754,55.585709,3831113,38.081911,3831451,109.80,3831713,0.09,3832059,0.00,3832235
3876671,-0.17,3876764,-0.03,3876790,0.02,3876816,2.76,3876843,0.28,3876869,11.30,3876897,14.34,3876941,12.80,3882566,101308,3918160,1.17,3953267,101312,3987080,55.585709,3987136,38.081911,3987174,109.80,3987214,0.09,3987256,0.00,3987281
4018299,-0.15,4018995,0.01,4019171,0.01,4019423,2.89,4019600,-0.11,4019776,11.91,4020040,14.69,4020302,12.70,4027444,101306,4062154,1.58,4097087,101311,4133736,55.585710,4134093,38.081911,4134356,109.80,4134695,0.19,4135042,0.00,4135217
4158263,-0.10,4158357,-0.01,4158383,-0.00,4158409,2.63,4158436,0.31,4158462,11.38,4158490,14.33,4158526,12.70,4164567,101309,4200187,1.91,4238064,101312,4272080,55.585710,4272134,38.081911,4272171,109.80,4272212,0.19,4272254,0.00,4272280
4300888,-0.08,4301584,-0.03,4301760,-0.00,4302017,2.73,4302193,0.23,4302370,11.94,4302627,14.90,4302887,12.70,4310472,101308,4345154,1.50,4379264,101306,4414743,55.585710,4415178,38.081911,4415441,109.80,4415702,0.09,4416050,0.00,4416227
4449570,-0.14,4449661,-0.03,4449687,0.00,4449713,2.64,4449740,0.38,4449766,11.47,4449794,14.49,4449831,12.70,4455567,101311,4489154,0.75,4525958,101308,4561080,55.585710,4561134,38.081910,4561172,109.80,4561213,0.09,4561254,0.00,4561279
4587030,-0.22,4587127,-0.01,4587154,0.00,4587180,2.97,4587206,-0.29,4587233,11.29,4587265,13.97,4587301,12.70,4593567,101310,4630230,1.25,4665264,101311,4700664,55.585710,4701177,38.081910,4701439,109.90,4701705,0.04,4702052,0.00,4702228
4740895,-0.24,4741585,-0.02,4741762,0.02,4742020,2.74,4742197,-0.79,4742374,12.49,4742628,14.44,4742887,12.80,4749567,101303,4783154,1.17,4820025,101309,4855080,55.585710,4855134,38.081910,4855172,109.90,4855212,0.04,4855254,0.00,4855280
4890803,-0.22,4890901,-0.04,4890935,-0.01,4890961,2.54,4890987,-0.91,4891013,10.66,4891046,12.29,4891082,12.80,4897444,101310,4934273,1.58,4969278,101303,5004780,55.585710,5005138,38.081910,5005401,109.90,5005739,0.06,5006087,0.00,5006263
5045095,-0.11,5045186,-0.02,5045213,0.01,5045239,2.62,5045265,-1.17,5045292,11.63,5045320,13.08,5045356,12.80,5051564,101310,5085158,1.58,5122067,101303,5157078,55.585710,5157136,38.081910,5157174,109.90,5157214,0.08,5157256,0.00,5157282
5176982,-0.01,5177079,-0.03,5177105,-0.03,5177132,2.77,5177158,-0.87,5177184,12.40,5177212,14.30,5177248,12.80,5183564,101303,5219214,1.50,5254268,101310,5288082,55.585710,5288136,38.081910,5288174,110.00,5288213,0.03,5288255,0.00,5288281
5326486,0.02,5327103,-0.03,5327280,-0.04,5327531,2.63,5327708,-0.39,5327885,11.25,5328148,13.49,5328410,12.80,5335462,101306,5370162,1.75,5407021,101307,5443688,55.585710,5444202,38.081910,5444465,110.00,5444726,0.03,5445073,0.00,5445249
5465776,0.01,5465869,0.02,5465900,-0.04,5465934,2.81,5465961,-0.42,5465987,11.73,5466015,14.12,5466051,12.80,5471564,101309,5507221,1.58,5543189,101313,5577082,55.585710,5577136,38.081910,5577174,110.00,5577214,0.05,5577255,0.00,5577281
5609035,-0.02,5609643,-0.01,5609820,0.01,5610078,2.55,5610255,-0.42,5610432,11.78,5610690,13.92,5611031,12.70,5618439,101307,5653162,1.17,5687271,101313,5722690,55.585710,5723124,38.081909,5723387,110.00,5723726,0.01,5724072,0.00,5724248
5768781,-0.02,5768878,0.01,5768904,-0.05,5768938,3.10,5768965,-0.03,5768991,11.23,5769019,14.30,5769056,12.70,5774564,101309,5810218,1.58,5845268,101308,5879082,55.585710,5879136,38.081909,5879174,110.00,5879214,0.01,5879255,0.00,5879281
5911054,-0.00,5911662,-0.00,5911839,-0.01,5912098,2.43,5912276,-0.55,5912527,11.71,5912709,13.59,5913050,12.70,5920458,101302,5955162,1.42,5989271,101317,6024684,55.585710,6025118,38.081909,6025381,110.10,6025720,0.02,6026066,0.00,6026243
