time_1,gyro_X,time_2,gyro_Y,time_3,gyro_Z,time_4,acceleration_X,time_5,acceleration_Y,time_6,acceleration_Z,time_7,Resultant g,time_8,Temperature,time_9,Pressure,time_10,Altitude,time_11,Pressure at sealevel (calculated),time_12,Latitude,time_13,Longitude,time_14,GPS_Altitude,time_15,speed,time_16,course,time_17
2505311,-0.06,2505462,-0.02,2505508,-0.01,2505558,-0.54,2505604,-0.03,2505652,12.22,2505702,11.65,2505753,7.50,2511585,101424,2547467,-8.49,2582329,101425,2616086,55.585692,2616164,38.081979,2616247,109.00,2616290,0.01,2616349,0.00,2616405
2664068,-0.06,2664681,-0.03,2664858,-0.01,2665116,-0.49,2665293,-0.05,2665469,12.29,2665727,11.74,2665994,7.50,2673568,101420,2707160,-8.07,2743937,101423,2779082,55.585693,2779136,38.081980,2779174,109.10,2779214,0.05,2779255,0.00,2779281
2796930,-0.06,2797027,-0.03,2797054,-0.01,2797080,-0.51,2797106,0.02,2797132,12.17,2797161,11.69,2797197,7.50,2803568,101421,2839195,-8.24,2876990,101421,2911083,55.585693,2911138,38.081979,2911176,109.10,2911216,0.01,2911257,0.00,2911283
2943623,-0.06,2944314,-0.03,2944491,-0.02,2944667,-0.43,2944844,-0.01,2945103,12.10,2945361,11.66,2945621,7.50,2952420,101420,2987160,-7.57,3021270,101431,3057636,55.585693,3058068,38.081979,3058335,109.10,3058674,0.04,3059021,0.00,3059197
3087058,-0.06,3087155,-0.02,3087182,-0.01,3087208,-0.55,3087234,-0.05,3087261,12.21,3087289,11.62,3087325,7.50,3093567,101423,3129175,-8.41,3166975,101427,3202084,55.585693,3202138,38.081979,3202176,109.10,3202216,0.04,3202257,0.00,3202283
3220127,-0.06,3220214,-0.03,3220241,-0.01,3220267,-0.57,3220293,-0.01,3220323,12.12,3220351,11.54,3220388,7.60,3226568,101429,3262148,-8.32,3297271,101427,3332667,55.585693,3333103,38.081979,3333365,109.20,3333703,0.05,3334050,0.00,3334226
3379028,-0.06,3379125,-0.03,3379152,-0.01,3379178,-0.58,3379204,0.02,3379230,12.09,3379263,11.53,3379299,7.50,3385568,101429,3419156,-8.57,3456016,101434,3491082,55.585693,3491140,38.081979,3491178,109.20,3491218,0.12,3491260,0.00,3491286
3508960,-0.06,3509051,-0.03,3509077,-0.01,3509103,-0.56,3509130,-0.10,3509156,12.16,3509184,11.51,3509221,7.60,3515568,101424,3551229,-8.90,3586270,101423,3620082,55.585693,3620136,38.081979,3620174,109.20,3620214,0.09,3620255,0.00,3620281
3657674,-0.06,3658367,-0.03,3658546,-0.01,3658723,-0.56,3658981,-0.02,3659158,12.15,3659415,11.56,3659677,7.60,3667430,101419,3702156,-8.24,3738975,101429,3774438,55.585693,3774492,38.081979,3774530,109.20,3774570,0.02,3774612,0.00,3774637
3792284,-0.05,3792375,-0.02,3792401,-0.01,3792428,-0.51,3792454,-0.03,3792480,12.11,3792509,11.56,3792545,7.60,3798568,101424,3834180,-8.41,3872051,101428,3906082,55.585693,3906136,38.081979,3906174,109.20,3906214,0.02,3906255,0.00,3906281
3936101,-0.06,3936792,-0.03,3936974,-0.01,3937226,-0.54,3937403,-0.04,3937579,12.12,3937837,11.54,3938103,7.60,3945417,101427,3980156,-8.57,4014266,101425,4049691,55.585693,4050204,38.081979,4050467,109.30,4050732,0.01,4051079,0.00,4051255
4084425,-0.07,4084517,-0.03,4084543,-0.02,4084569,-0.48,4084596,-0.05,4084622,12.17,4084650,11.64,4084687,7.60,4090568,101439,4124156,-9.07,4162095,101438,4197082,55.585693,4197136,38.081979,4197174,109.30,4197214,0.01,4197256,0.00,4197281
4223114,-0.05,4223207,-0.02,4223233,-0.01,4223259,-0.49,4223516,-0.06,4223692,12.15,4223872,11.60,4224214,7.60,4231446,101427,4268193,-8.57,4302266,101426,4337660,55.585693,4338095,38.081979,4338435,109.30,4338696,0.03,4339043,0.00,4339218
4373799,-0.06,4373890,-0.03,4373916,-0.01,4373951,-0.56,4373977,-0.01,4374003,12.15,4374032,11.59,4374068,7.60,4379568,101430,4413156,-8.74,4450073,101426,4485080,55.585694,4485138,38.081979,4485176,109.40,4485216,0.03,4485257,0.00,4485283
4511551,-0.06,4511644,-0.03,4511670,-0.01,4511696,-0.51,4511727,-0.05,4511753,12.05,4511785,11.49,4511821,7.60,4517568,101431,4553175,-8.07,4588266,101428,4622084,55.585694,4622138,38.081979,4622176,109.40,4622216,0.08,4622257,0.00,4622283
4657058,-0.06,4657666,-0.03,4657843,-0.01,4658102,-0.55,4658279,-0.05,4658530,12.18,4658709,11.58,4658975,7.60,4666549,101422,4701156,-7.82,4738092,101428,4774170,55.585694,4774224,38.081979,4774262,109.40,4774302,0.03,4774344,0.00,4774369
4804815,-0.06,4804913,-0.03,4804947,-0.01,4804973,-0.53,4804999,-0.01,4805026,12.11,4805058,11.58,4805094,7.60,4810566,101424,4846284,-8.66,4881281,101430,4915084,55.585694,4915138,38.081979,4915175,109.40,4915216,0.03,4915257,0.00,4915283
