time_1,gyro_X,time_2,gyro_Y,time_3,gyro_Z,time_4
20858437,-35.16,20858512,31.25,20858547,-286.01,20858588
20870129,-54.26,20870206,21.36,20870235,-201.23,20870273
20881805,-125.37,20881882,23.80,20881916,-128.11,20881965
20893499,-203.80,20893578,62.38,20893607,-45.35,20893643
20905185,-243.59,20905263,74.40,20905297,-6.59,20905335
20931827,63.84,20931904,13.98,20931933,11.72,20931975
20951362,84.90,20951438,-57.74,20951472,31.86,20951511
20963044,47.67,20963122,-7.57,20963148,-8.73,20963184
20984302,11.60,20984377,-2.20,20984410,3.05,20984447
20996100,-22.16,20996177,1.89,20996204,5.68,20996239
21007911,-30.88,21007993,11.11,21008028,7.08,21008064
21019699,-18.37,21019776,3.85,21019803,5.68,21019838
21031503,5.07,21031576,-2.87,21031609,4.27,21031646
21043316,20.57,21043393,-5.98,21043420,3.60,21043455
21055151,18.13,21055226,-6.35,21055259,3.11,21055296
21066987,4.70,21067063,-2.20,21067089,4.21,21067124
21086612,-13.43,21086688,10.56,21086723,8.06,21086759
21098286,-12.88,21098364,10.80,21098392,9.16,21098427
21110085,-0.24,21110158,4.21,21110191,15.14,21110230
21121900,14.04,21121984,-13.24,21122013,24.35,21122050
21133747,10.13,21133822,-11.05,21133857,22.16,21133895
21145527,1.22,21145603,-3.85,21145630,18.31,21145667
21157334,-3.42,21157408,-0.85,21157441,14.95,21157479
21169131,-5.07,21169206,-3.17,21169233,10.56,21169270
21180926,-4.33,21181007,-2.08,21181040,2.87,21181077
21213808,8.06,21213884,-4.27,21213911,3.78,21213955
21225482,3.66,21225556,0.37,21225589,6.77,21225626
21237286,73.97,21237363,-5.68,21237390,41.69,21237427
21249096,26.00,21249171,20.57,21249205,11.47,21249244
21260914,5.49,21260998,22.89,21261026,-101.44,21261065
21287648,16.85,21287724,13.06,21287758,-28.81,21287797
21299474,13.61,21299551,10.93,21299580,-34.24,21299616
21311291,-2.38,21311364,26.73,21311399,-53.83,21311438
21323086,-41.99,21323163,55.60,21323192,-66.53,21323229
21334904,-97.05,21334986,119.32,21335023,-101.56,21335064
21354552,62.74,21354630,-16.85,21354658,-94.42,21354695
21366185,162.90,21366262,-143.55,21366299,-52.00,21366338
21377965,204.04,21378044,-194.34,21378075,-21.24,21378112
21389749,211.24,21389826,-215.64,21389863,15.44,21389902
21411010,280.88,21411089,-241.27,21411119,30.03,21411156
21422770,284.79,21422847,-237.92,21422884,70.86,21422922
21434544,304.50,21434623,-246.03,21434653,91.74,21434690
21446326,290.53,21446403,-233.58,21446440,85.51,21446478
21466015,241.70,21466094,-217.16,21466125,99.49,21466161
21477665,119.45,21477743,-202.33,21477779,86.30,21477818
21489428,-113.10,21489507,-107.12,21489538,9.03,21489572
21501233,-293.21,21501311,63.17,21501345,-102.11,21501386
21513025,-276.79,21513105,190.86,21513135,-199.22,21513174
21524785,-177.73,21524863,198.97,21524900,-255.86,21524940
21536571,-140.26,21536650,181.64,21536680,-296.63,21536719
21548357,-151.49,21548434,183.78,21548471,-286.87,21548511
21560128,-216.13,21560208,204.59,21560238,-205.14,21560277
21579810,-254.46,21579887,161.56,21579924,-73.30,21579971
21591460,-281.68,21591540,-30.94,21591568,50.66,21591605
21618195,-147.28,21618272,-184.39,21618309,245.73,21618350
21629996,-2.69,21630072,-253.36,21630102,299.50,21630141
21641788,144.53,21641865,-306.15,21641902,288.64,21641943
21653559,217.35,21653638,-292.36,21653669,226.38,21653707
21665343,205.44,21665420,-226.68,21665457,160.40,21665497
21677140,41.20,21677217,-112.00,21677248,73.73,21677284
21688909,-144.84,21688993,49.19,21689028,-49.01,21689066
21708585,-222.17,21708664,211.91,21708695,-208.56,21708733
21720240,-143.74,21720318,207.95,21720354,-253.05,21720395
21732018,-96.50,21732096,160.77,21732126,-279.42,21732165
21743801,-120.91,21743879,150.15,21743915,-269.47,21743964
21755591,-237.79,21755671,161.50,21755701,-199.77,21755740
21767373,-434.39,21767450,143.01,21767486,-165.28,21767527
21779157,-638.06,21779236,96.25,21779264,-102.84,21779303
21790964,-623.05,21791041,7.02,21791074,-20.02,21791112
21812192,-349.43,21812271,-90.64,21812300,136.05,21812338
21875298,-68.97,21875382,106.93,21875418,147.09,21875459
21887827,-63.66,21887909,63.96,21887943,26.25,21887994
21899575,-64.15,21899647,-0.18,21899673,-87.28,21899710
21911314,-113.28,21911398,-20.94,21911432,-189.82,21911473
21923092,-192.08,21923165,-46.14,21923194,-267.09,21923232
21934825,-194.27,21934908,-135.62,21934953,-286.56,21934993
21946579,-116.76,21946653,-216.55,21946683,-258.48,21946722
21958337,-18.74,21958418,-214.36,21958455,-178.34,21958496
21970075,131.47,21970148,-201.54,21970178,-59.08,21970215
22004727,553.59,22004810,-69.52,22004845,289.67,22004886
22016352,595.15,22016426,-26.37,22016454,381.53,22016493
22028094,718.87,22028177,-24.84,22028212,456.24,22028253
22039880,944.46,22039961,-84.66,22039990,510.56,22040028
22051627,1178.34,22051712,-187.44,22051749,521.55,22051790
22063387,1337.95,22063462,-265.87,22063492,464.48,22063531
22075149,1351.20,22075234,-261.47,22075271,398.44,22075311
22086937,1143.55,22087018,-99.12,22087047,294.25,22087086
22098674,756.53,22098758,142.82,22098794,207.15,22098835
22118377,287.84,22118450,289.37,22118481,103.45,22118519
22130016,303.83,22130099,213.50,22130136,106.51,22130176
22141754,336.24,22141827,166.93,22141858,103.76,22141896
22153494,364.38,22153578,186.95,22153615,82.70,22153653
22165271,367.37,22165344,244.45,22165375,39.43,22165412
22176994,267.64,22177077,316.59,22177114,-7.93,22177152
22188761,109.07,22188834,317.93,22188864,-76.23,22188901
22200492,-36.50,22200574,172.73,22200610,-112.98,22200651
22212246,-140.75,22212319,-25.94,22212348,-132.45,22212387
22231934,-284.67,22232026,-166.99,22232062,-145.63,22232103
22243575,-501.77,22243648,-148.07,22243679,-168.76,22243717
22255302,-829.65,22255385,-131.35,22255422,-172.00,22255462
22276562,-1429.87,22276637,-61.40,22276666,-137.63,22276704
22288326,-1441.22,22288411,42.11,22288446,-103.58,22288486
22300084,-1116.46,22300159,129.33,22300189,-83.50,22300226
22311853,-639.16,22311936,87.16,22311979,-116.21,22312020
22338581,2.81,22338650,110.23,22338680,-177.49,22338719
22358266,-50.72,22358348,81.30,22358382,-206.42,22358423
22369867,-211.79,22369940,49.44,22369976,-204.41,22370015
22381575,-264.40,22381658,68.48,22381693,-184.27,22381734
22393316,-91.13,22393388,61.58,22393416,-82.64,22393453
22405042,280.21,22405125,-31.80,22405160,53.65,22405199
22416765,601.93,22416838,-215.15,22416869,188.35,22416908
22428476,746.89,22428559,-274.11,22428596,282.71,22428637
22440225,868.47,22440298,-272.95,22440329,336.00,22440367
22451924,1052.00,22452016,-327.76,22452053,352.84,22452093
22471635,1399.96,22471710,-483.15,22471741,291.63,22471779
22483238,1464.29,22483324,-534.61,22483360,240.84,22483401
22494982,1355.41,22495057,-489.01,22495088,198.97,22495126
22506717,938.05,22506800,-307.07,22506836,153.87,22506877
22518441,427.37,22518515,-46.51,22518543,84.84,22518580
22530126,-53.04,22530207,155.82,22530244,29.72,22530283
22541866,-379.94,22541939,219.36,22541978,26.61,22542015
22553586,-568.97,22553670,205.32,22553706,49.68,22553745
22565302,-674.26,22565375,248.54,22565406,57.43,22565443
22585001,-813.78,22585085,380.55,22585121,-70.86,22585160
22596611,-1052.43,22596686,355.04,22596717,-218.69,22596755
22608300,-1393.07,22608385,285.34,22608422,-358.46,22608462
22620059,-1707.95,22620134,255.68,22620164,-451.17,22620203
22631790,-1799.99,22631876,126.16,22631912,-436.22,22631962
22643506,-1620.18,22643581,50.35,22643609,-314.15,22643648
22670173,488.16,22670256,-78.06,22670291,235.78,22670331
22691436,1191.10,22691511,-463.81,22691542,573.67,22691581
22703147,893.13,22703230,-364.69,22703267,557.98,22703308
22723284,942.02,22723357,-118.71,22723388,483.46,22723427
22734868,1181.09,22734961,-190.73,22734998,437.62,22735038
22746596,1278.69,22746671,-230.53,22746701,391.30,22746740
22758316,1132.14,22758401,-92.71,22758436,325.38,22758477
22770073,797.00,22770145,141.30,22770176,227.84,22770215
22781770,450.13,22781853,318.36,22781889,128.11,22781930
22793501,9.58,22793571,421.08,22793601,43.82,22793638
22805210,-438.78,22805294,402.28,22805330,23.38,22805369
22816923,-716.37,22817004,341.06,22817035,46.33,22817071
22862263,-1745.48,22862356,200.50,22862392,-248.05,22862433
22874765,-1891.36,22874844,18.62,22874879,-178.47,22874920
22886466,-1682.80,22886547,-30.40,22886575,-25.27,22886612
22898176,-1061.65,22898255,61.77,22898290,91.98,22898329
22909893,411.13,22909979,-148.93,22910009,251.40,22910048
22921578,1389.34,22921657,-430.30,22921694,519.23,22921734
22933300,1210.69,22933381,-375.92,22933412,640.81,22933450
22945018,851.01,22945095,-162.96,22945132,575.87,22945173
22964543,1057.01,22964624,-53.34,22964653,421.87,22964691
22976213,1278.69,22976292,-148.38,22976328,349.06,22976369
22988018,1189.51,22988099,-139.16,22988130,269.65,22988168
22999838,509.64,22999916,31.13,22999958,87.04,22999997
23011646,-439.94,23011726,347.72,23011756,-161.01,23011795
23038400,-937.07,23038477,493.71,23038514,-296.26,23038555
23050234,-943.48,23050313,450.50,23050343,-355.47,23050382
23062048,-1026.18,23062127,393.98,23062164,-419.37,23062205
23073864,-1042.48,23073953,222.84,23073983,-410.16,23074022
23093516,-258.61,23093594,51.70,23093628,-189.33,23093669
23105222,548.52,23105302,-106.63,23105332,107.42,23105371
23117024,931.82,23117101,-300.23,23117138,323.97,23117179
23138300,712.46,23138380,-330.99,23138410,382.87,23138449
23150117,767.03,23150194,-306.76,23150230,377.62,23150271
23161924,951.48,23162011,-387.70,23162041,342.41,23162080
23173730,1040.59,23173809,-513.67,23173845,292.24,23173886
23185551,857.91,23185630,-468.14,23185661,213.56,23185699
23197346,542.42,23197423,-204.90,23197459,112.06,23197500
23217046,-222.66,23217125,158.87,23217156,-66.96,23217192
23228724,-420.78,23228802,350.95,23228838,-86.79,23228877
23240512,-516.60,23240591,486.27,23240621,-82.52,23240658
23252330,-613.65,23252407,499.63,23252444,-70.01,23252482
23264151,-833.37,23264231,471.68,23264261,-126.16,23264300
23275968,-1072.75,23276047,394.90,23276084,-220.15,23276124
23287788,-1200.26,23287869,296.14,23287899,-295.84,23287938
23299607,-1273.93,23299686,79.47,23299720,-319.15,23299761
23311410,-1236.33,23311491,-49.13,23311520,-257.51,23311558
23331109,-608.64,23331186,71.78,23331221,62.19,23331260
23342761,259.77,23342840,-99.79,23342869,263.31,23342908
23369460,1032.78,23369539,-423.52,23369575,544.31,23369616
23381258,948.85,23381338,-350.46,23381368,553.96,23381407
23393032,855.59,23393110,-248.90,23393146,505.49,23393187
23404797,521.85,23404876,-131.71,23404907,363.95,23404951
23416574,-37.11,23416650,78.92,23416685,130.43,23416725
23428373,-459.66,23428452,320.86,23428483,-66.96,23428520
23440135,-576.84,23440212,425.23,23440249,-160.28,23440290
23459815,-299.62,23459895,451.60,23459925,-119.45,23459972
23471466,-88.93,23471542,443.54,23471579,-69.70,23471617
23483249,18.19,23483326,438.72,23483357,-35.58,23483394
23495038,11.29,23495113,380.62,23495150,-49.07,23495189
23506823,-26.00,23506900,323.06,23506931,-83.07,23506975
23518578,-64.51,23518654,257.32,23518690,-71.96,23518729
23539852,-136.29,23539932,190.61,23539970,6.10,23540005
23551640,-92.35,23551715,113.22,23551752,54.57,23551791
23563414,-53.34,23563492,-9.16,23563519,89.36,23563556
23583088,-81.42,23583164,-86.36,23583199,81.42,23583237
23594745,-124.27,23594824,-49.80,23594853,61.71,23594890
23606499,-141.42,23606576,2.62,23606609,41.75,23606648
23618291,-112.24,23618371,50.48,23618399,21.67,23618436
23630073,-56.27,23630148,78.67,23630183,6.71,23630220
23641843,-4.82,23641919,88.93,23641956,0.43,23641991
23653616,35.22,23653691,73.97,23653726,-10.80,23653765
23665389,40.41,23665466,38.51,23665495,1.46,23665530
23677151,-28.20,23677226,31.37,23677261,13.73,23677300
23711800,-73.97,23711877,53.41,23711906,84.96,23711943
23723446,-44.80,23723521,40.89,23723556,83.37,23723594
23735220,63.66,23735297,53.71,23735326,84.59,23735363
23747016,33.75,23747091,-52.98,23747126,48.95,23747165
23758806,31.19,23758884,-11.60,23758912,64.82,23758956
23770564,4.70,23770637,9.03,23770670,85.51,23770709
23782353,44.07,23782430,-73.97,23782459,24.17,23782496
23794144,-24.90,23794219,-1.46,23794252,-2.50,23794289
23805916,7.93,23805998,-4.27,23806025,-18.92,23806062
23833807,-22.95,23833891,7.87,23833924,-15.32,23833975
23846334,-49.01,23846416,-0.49,23846449,-33.33,23846488
23858073,4.82,23858142,-19.29,23858171,-39.31,23858208
23869814,66.77,23869895,-30.15,23869930,-26.18,23869975
23881557,37.78,23881628,-38.57,23881657,-30.09,23881693
23893279,29.05,23893361,-40.28,23893395,-26.98,23893434
23905045,63.35,23905117,-34.67,23905145,-7.20,23905180
23916784,16.78,23916865,-15.01,23916900,-8.30,23916936
23928520,-18.74,23928592,8.42,23928619,-4.64,23928654
23940252,-19.41,23940333,17.82,23940368,5.68,23940405
23969367,-3.11,23969437,5.07,23969463,5.13,23969498
23980981,7.45,23981061,-5.43,23981094,3.23,23981131
23992728,16.30,23992799,-12.57,23992828,1.89,23992863
24004457,19.35,24004539,-12.82,24004574,1.40,24004610
24016213,10.56,24016284,-8.54,24016311,2.14,24016346
24027926,3.23,24028013,-2.20,24028046,3.66,24028083
24054593,-5.07,24054663,3.36,24054690,5.25,24054725
24066336,-0.31,24066416,0.55,24066449,4.58,24066486
24078084,4.88,24078154,-3.60,24078180,3.85,24078215
24097762,8.06,24097842,-5.37,24097875,3.48,24097912
24109359,4.52,24109429,-3.36,24109456,3.91,24109491
24121078,1.22,24121157,-1.22,24121190,3.85,24121228
24132841,0.73,24132911,-0.49,24132938,4.88,24132978
24144565,0.79,24144645,-0.43,24144678,4.76,24144715
24156300,2.44,24156369,-1.65,24156396,4.33,24156431
24168044,4.39,24168124,-2.44,24168157,4.09,24168194
24179813,2.75,24179883,-2.87,24179910,3.78,24179951
24191527,4.09,24191606,-2.20,24191639,4.15,24191676
24203302,2.62,24203372,-2.01,24203398,3.91,24203433
24222981,2.26,24223061,-0.31,24223094,3.17,24223131
24234618,2.08,24234687,-1.71,24234714,4.52,24234749
24246326,3.05,24246405,-1.95,24246438,3.60,24246475
24258094,2.87,24258163,-2.87,24258190,3.97,24258226
24269843,3.91,24269923,-2.56,24269963,3.78,24270000
24281573,3.17,24281642,-2.50,24281669,3.85,24281704
24293316,2.44,24293396,-1.71,24293429,4.21,24293466
24305094,2.14,24305163,-1.34,24305190,4.09,24305225
24316822,1.95,24316902,-1.40,24316934,3.78,24316978
24328578,3.78,24328647,-1.89,24328674,3.91,24328709
24348249,3.23,24348329,-2.08,24348362,4.46,24348399
24384262,3.17,24384331,-2.38,24384358,5.43,24384393
24395971,2.56,24396051,-0.61,24396084,2.44,24396121
24407709,-3.97,24407779,3.11,24407806,-1.77,24407841
24419396,-3.78,24419476,0.55,24419509,-6.90,24419546
24431094,7.32,24431164,-4.21,24431191,-5.80,24431226
