time_1,gyro_X,time_2,gyro_Y,time_3,gyro_Z,time_4
14315767,50.35,14315838,-24.66,14315867,18.25,14315904
14327446,47.49,14327528,-26.49,14327562,17.88,14327601
14339153,37.78,14339225,-23.07,14339253,17.76,14339290
14350834,21.97,14350915,-21.67,14350958,19.65,14350997
14370497,17.27,14370568,-23.13,14370597,16.66,14370633
14382064,7.81,14382143,-23.44,14382178,15.81,14382217
14408720,-18.43,14408791,-18.68,14408820,13.37,14408857
14420390,-32.78,14420471,-23.80,14420506,13.98,14420545
14432104,-38.88,14432175,-24.90,14432204,12.70,14432241
14443788,-42.24,14443869,-24.72,14443904,12.63,14443943
14455497,-38.27,14455568,-21.55,14455597,14.53,14455634
14467211,-25.45,14467292,-16.05,14467327,13.55,14467366
14478916,-5.86,14478994,-13.67,14479022,10.93,14479059
14499133,21.42,14499214,-5.19,14499247,4.03,14499284
14510725,12.08,14510796,-7.14,14510823,3.54,14510858
14522382,-1.16,14522461,-11.54,14522496,3.91,14522533
14534086,-6.84,14534156,-12.45,14534184,2.75,14534219
14545763,-1.46,14545843,-12.08,14545877,4.09,14545914
14557446,-9.28,14557516,-12.88,14557544,0.49,14557579
14569119,-10.07,14569200,-13.31,14569235,0.61,14569272
14580827,-5.80,14580897,-10.99,14580925,2.99,14580968
14592496,-11.23,14592578,-7.32,14592611,3.42,14592648
14604220,-10.86,14604291,-2.56,14604318,6.04,14604353
14626673,-8.48,14626761,7.26,14626794,6.84,14626831
14639128,-10.93,14639203,7.93,14639237,6.16,14639274
14660286,-5.68,14660362,10.07,14660390,4.15,14660425
14671960,-12.02,14672035,12.88,14672070,1.71,14672107
14683628,-5.86,14683704,12.57,14683732,1.40,14683767
14695301,-2.87,14695375,9.70,14695408,0.37,14695445
14706990,-1.22,14707066,6.96,14707093,2.08,14707128
14718670,-1.16,14718744,2.26,14718777,2.87,14718814
14730324,-0.31,14730399,0.06,14730426,2.26,14730461
14756965,13.43,14757041,-0.79,14757073,-0.98,14757110
14776456,14.04,14776533,-0.61,14776560,-2.62,14776595
14788100,-0.61,14788174,-1.71,14788207,-3.72,14788244
14799865,-9.40,14799941,-2.62,14799976,-5.49,14800011
14811629,-14.59,14811705,-5.86,14811738,-8.79,14811775
14823423,-11.60,14823501,-9.03,14823528,-12.51,14823564
14835194,-7.93,14835268,-10.07,14835302,-17.33,14835341
14846992,-12.02,14847069,-6.47,14847096,-23.25,14847133
14858767,-12.15,14858842,10.38,14858877,-26.86,14858916
14870533,-6.16,14870609,25.21,14870637,-35.22,14870674
14890157,-0.98,14890231,18.49,14890265,-47.42,14890304
14901816,-1.95,14901892,10.13,14901920,-52.43,14901965
14913592,-12.39,14913667,1.65,14913700,-58.47,14913739
14925378,-13.79,14925455,-8.67,14925482,-62.81,14925519
14937159,-12.76,14937234,-17.15,14937269,-66.22,14937308
14948954,-3.91,14949030,-21.85,14949059,-70.19,14949095
14960730,1.40,14960803,-8.00,14960836,-75.56,14960875
14972497,14.77,14972574,14.34,14972603,-84.23,14972640
14984271,28.99,14984347,26.92,14984381,-94.67,14984420
15003898,10.50,15003982,36.32,15004011,-99.61,15004047
15015554,-5.49,15015627,38.33,15015662,-100.77,15015702
15027339,-2.50,15027414,34.30,15027443,-102.72,15027481
15039121,8.85,15039195,30.40,15039229,-98.88,15039268
15060377,9.03,15060452,59.33,15060481,-120.85,15060520
15087098,-57.31,15087174,56.88,15087209,-111.57,15087249
15098898,-85.88,15098982,5.07,15099009,-97.53,15099046
15110676,-70.25,15110751,-29.11,15110786,-96.80,15110825
15122470,-48.28,15122547,-30.03,15122576,-99.61,15122613
15142127,-29.42,15142202,-41.14,15142237,-96.98,15142276
15153770,-32.10,15153847,-46.88,15153876,-99.24,15153913
15165496,-37.84,15165572,-34.06,15165607,-103.52,15165647
15177263,-18.49,15177340,-21.18,15177369,-107.18,15177408
15189018,-11.60,15189093,-27.04,15189128,-104.31,15189168
15200768,-8.36,15200844,-38.21,15200872,-100.65,15200911
15212499,-25.02,15212574,-59.94,15212609,-90.76,15212648
15224262,-29.91,15224340,-72.63,15224369,-85.94,15224406
15236012,-8.67,15236086,-69.21,15236121,-85.45,15236159
15255665,18.19,15255743,-54.57,15255771,-106.02,15255810
15267292,11.78,15267368,-58.59,15267402,-111.51,15267443
15279046,23.38,15279123,-62.26,15279152,-113.40,15279190
15290810,37.41,15290885,-66.04,15290920,-111.21,15290969
15302562,26.49,15302640,-69.89,15302669,-99.00,15302705
15314313,-4.88,15314387,-67.08,15314421,-84.72,15314460
15326073,-32.78,15326150,-42.30,15326179,-85.39,15326216
15337838,-30.70,15337913,-19.65,15337956,-84.17,15337995
15349611,-20.94,15349689,-4.46,15349716,-88.13,15349752
15369259,7.26,15369333,-13.24,15369368,-93.81,15369406
15380882,-23.86,15380967,-19.47,15380995,-76.23,15381032
15392637,-21.73,15392712,-22.89,15392747,-68.24,15392786
15419346,10.56,15419423,0.98,15419450,-104.31,15419488
15431112,13.43,15431187,8.61,15431220,-102.84,15431261
15442871,-1.16,15442955,7.63,15442982,-100.95,15443020
15454622,-22.09,15454697,2.56,15454730,-106.93,15454771
15466371,-20.57,15466448,4.39,15466475,-115.91,15466514
15487598,20.87,15487674,-2.38,15487706,-122.13,15487747
15507256,57.80,15507334,-7.81,15507361,-131.29,15507399
15518886,61.71,15518968,-2.01,15519001,-132.69,15519042
15530644,43.40,15530721,-0.24,15530748,-137.27,15530786
15542400,13.73,15542475,-4.64,15542508,-136.54,15542549
15554177,-6.35,15554253,-3.97,15554280,-129.58,15554318
15565915,-17.09,15565997,-1.22,15566030,-118.23,15566071
15577681,-21.24,15577758,-5.13,15577785,-112.12,15577824
15589453,-5.55,15589527,-10.31,15589561,-103.58,15589602
15601213,18.25,15601290,-8.42,15601317,-101.38,15601356
15612996,26.55,15613072,-5.13,15613104,-97.84,15613143
15678264,-26.25,15678350,11.41,15678379,-74.95,15678415
15690739,-30.27,15690814,-3.85,15690848,-69.95,15690886
15702514,-22.28,15702591,-13.55,15702620,-70.25,15702657
15714256,-12.76,15714331,-15.75,15714366,-67.93,15714405
15725998,-3.23,15726074,-14.22,15726103,-72.88,15726140
15737722,2.20,15737796,-11.47,15737830,-78.31,15737869
15749437,-12.82,15749515,-4.58,15749542,-77.45,15749579
15761151,-32.90,15761226,1.83,15761259,-73.36,15761298
15772868,-37.41,15772954,0.49,15772981,-75.38,15773018
15807413,-3.05,15807487,-7.81,15807520,-90.21,15807558
15819016,12.21,15819093,-8.91,15819120,-88.93,15819157
15830745,18.37,15830820,-8.30,15830853,-90.27,15830892
15842453,12.94,15842531,-5.25,15842557,-90.09,15842594
15854169,2.87,15854243,-2.56,15854276,-86.06,15854314
15865875,-13.00,15865960,-5.37,15865987,-72.81,15866024
15877600,-25.21,15877676,-9.70,15877709,-64.39,15877748
15889330,-22.22,15889407,-9.09,15889434,-56.76,15889471
15901056,-4.15,15901130,-2.56,15901163,-49.80,15901201
15920724,4.39,15920800,-3.42,15920827,-38.57,15920864
15941770,-1.46,15941843,-5.55,15941876,-21.30,15941915
15953492,-5.19,15953568,-10.44,15953597,-15.26,15953633
15965253,-2.01,15965326,-16.30,15965361,-15.14,15965400
15977001,-11.35,15977078,-11.78,15977107,-2.62,15977142
15988732,-8.42,15988806,7.20,15988838,4.52,15988875
16000447,-15.93,16000524,20.02,16000552,13.06,16000589
16012169,-18.86,16012245,20.39,16012279,21.55,16012318
16023884,-12.51,16023970,17.88,16023999,36.44,16024035
16043570,13.79,16043646,13.12,16043680,54.69,16043719
16055177,32.41,16055254,3.91,16055281,37.17,16055318
16066897,26.12,16066981,5.80,16067013,26.49,16067052
16078637,-7.93,16078713,2.26,16078739,14.89,16078776
16090359,-32.96,16090434,-19.96,16090469,6.84,16090507
16102092,-48.71,16102169,-39.43,16102198,5.98,16102233
16113821,-54.87,16113897,-29.72,16113932,12.63,16113979
16140501,-11.47,16140579,21.36,16140607,2.08,16140642
16152226,19.35,16152301,33.75,16152336,-15.93,16152374
16163968,16.60,16164045,48.77,16164074,-16.11,16164111
16196806,26.67,16196881,69.27,16196916,10.62,16196962
16208371,48.95,16208448,59.81,16208477,13.00,16208513
16220075,30.82,16220150,44.56,16220184,14.22,16220223
16231788,7.45,16231864,26.43,16231892,12.94,16231929
16243476,-18.19,16243551,11.17,16243586,13.85,16243625
16255174,-37.78,16255252,5.49,16255279,18.49,16255316
16266868,25.70,16266943,-13.18,16266986,1.59,16267023
16278571,49.01,16278648,-13.00,16278677,-0.73,16278711
16290276,37.29,16290352,-33.57,16290386,-0.31,16290423
16309958,31.43,16310035,-75.07,16310063,21.97,16310100
16321531,21.91,16321607,-99.79,16321641,33.02,16321680
16333230,31.80,16333307,-90.09,16333335,38.15,16333372
16344928,24.48,16345011,-63.84,16345046,46.81,16345084
16366096,5.37,16366172,-7.93,16366199,23.07,16366235
16377795,2.01,16377868,-18.19,16377903,27.77,16377942
16389494,4.94,16389570,-13.92,16389599,33.39,16389635
16401194,6.47,16401268,-9.40,16401301,34.42,16401340
16412886,1.65,16412970,-3.66,16412997,41.81,16413034
16424586,2.44,16424660,-4.88,16424693,52.49,16424732
16444261,-2.81,16444337,-20.63,16444365,63.23,16444402
16455806,4.15,16455880,-28.75,16455914,64.09,16455961
16482451,0.37,16482527,-0.37,16482554,47.42,16482590
16494153,-1.46,16494227,-4.39,16494260,35.16,16494299
16505855,-4.27,16505930,-8.54,16505965,28.44,16506002
16517544,18.62,16517619,15.20,16517654,36.50,16517692
16529267,27.28,16529345,96.92,16529373,49.87,16529410
16540988,-16.54,16541064,92.83,16541098,27.47,16541137
16552697,7.32,16552772,-68.18,16552801,-5.86,16552836
16571288,-1.28,16571362,37.48,16571396,4.33,16571433
16582846,0.67,16582921,-16.91,16582958,3.91,16582993
16594545,1.77,16594618,1.40,16594651,4.27,16594688
16606269,0.43,16606344,3.11,16606371,3.48,16606406
16617988,2.08,16618061,-5.00,16618094,3.60,16618131
16629696,-2.62,16629772,2.69,16629799,6.29,16629834
16641384,-6.29,16641458,-0.98,16641491,11.84,16641529
16653090,-6.77,16653166,0.61,16653192,20.51,16653229
16664788,-5.25,16664861,1.04,16664894,24.72,16664933
16676481,-5.86,16676556,11.47,16676585,15.56,16676622
16698981,-0.61,16699063,-2.93,16699096,2.99,16699133
16711421,-2.50,16711501,3.42,16711534,5.62,16711571
16723092,3.48,16723161,2.44,16723188,1.65,16723223
16734761,-1.83,16734840,4.70,16734873,7.51,16734910
16746421,0.12,16746490,7.51,16746517,2.87,16746552
16767536,-12.51,16767617,16.78,16767652,5.62,16767689
16779218,-18.01,16779289,20.26,16779317,6.16,16779352
16790865,-23.56,16790955,20.81,16790990,7.75,16791026
16802545,-2.75,16802615,9.58,16802641,7.81,16802676
16829172,1.95,16829252,-2.26,16829285,10.25,16829324
16848705,8.42,16848774,-3.78,16848801,26.92,16848838
16860330,11.54,16860411,-4.03,16860444,49.93,16860483
16872121,18.80,16872192,-7.26,16872219,63.60,16872256
16883891,23.86,16883978,-6.65,16884011,67.57,16884050
16895673,31.07,16895744,-10.56,16895773,58.29,16895809
16907451,36.01,16907532,-15.63,16907567,51.82,16907606
16919245,34.79,16919317,-15.01,16919345,56.82,16919382
16931017,24.72,16931099,-10.01,16931133,65.55,16931172
16942806,14.53,16942877,-1.71,16942904,70.62,16942941
16962416,-10.74,16962497,6.41,16962531,63.66,16962569
16974083,-7.81,16974152,8.91,16974179,52.37,16974216
16985863,-6.16,16985943,6.96,16985984,50.96,16986023
16997647,-4.46,16997716,6.47,16997743,61.52,16997780
17009421,-4.52,17009501,6.96,17009534,79.77,17009573
17021213,7.75,17021283,0.37,17021309,95.40,17021346
17032994,10.93,17033075,1.22,17033108,96.92,17033147
17044784,5.86,17044853,0.49,17044880,102.05,17044918
17056542,2.50,17056621,4.76,17056654,106.20,17056695
17068337,9.16,17068406,-4.46,17068433,81.67,17068470
17088001,-10.80,17088083,6.16,17088116,83.13,17088154
17099670,-1.59,17099739,4.46,17099766,68.66,17099803
17111441,-3.23,17111521,3.17,17111554,49.56,17111593
17123256,-8.79,17123325,10.25,17123354,30.09,17123390
17135041,-1.71,17135121,4.88,17135154,26.18,17135192
17161809,29.24,17161880,-13.24,17161909,107.36,17161955
17173637,13.92,17173718,-1.77,17173751,122.74,17173792
17194996,-13.55,17195068,20.57,17195096,89.78,17195133
17206774,-23.68,17206856,15.44,17206891,71.90,17206929
17226451,-11.84,17226522,10.19,17226551,87.16,17226588
17238081,-0.61,17238160,11.17,17238195,80.99,17238234
17249859,16.11,17249930,-2.26,17249965,76.29,17250001
17261606,9.09,17261686,0.12,17261718,83.68,17261757
17273378,15.26,17273449,-0.43,17273476,78.00,17273512
17285126,7.45,17285206,-0.18,17285238,83.19,17285277
17296900,9.58,17296978,-3.97,17297005,93.81,17297042
17308635,15.69,17308716,-5.55,17308749,116.39,17308790
17320470,18.86,17320541,1.71,17320568,130.43,17320606
17332287,12.02,17332368,6.65,17332401,119.63,17332442
17352009,28.81,17352080,-0.06,17352107,99.67,17352143
17363634,28.02,17363716,-5.80,17363749,92.22,17363787
17375415,18.49,17375486,-5.00,17375513,93.32,17375550
17387164,30.21,17387246,-8.30,17387278,111.39,17387319
17398954,38.57,17399025,-11.72,17399054,113.53,17399093
17410705,34.48,17410786,-11.41,17410821,113.77,17410861
17422458,25.57,17422530,-5.92,17422556,104.80,17422595
17434210,15.81,17434292,1.65,17434325,100.95,17434365
17445984,10.13,17446055,8.67,17446081,109.07,17446120
17465638,16.05,17465720,10.44,17465754,108.83,17465794
17492234,33.02,17492305,-0.61,17492332,98.45,17492368
17503996,46.08,17504078,-7.20,17504110,95.70,17504149
17515761,12.76,17515832,16.48,17515861,89.36,17515897
17527501,47.97,17527583,0.55,17527615,89.48,17527654
17539269,30.64,17539340,4.15,17539367,97.90,17539404
17551021,24.17,17551102,-0.37,17551135,95.83,17551174
17562786,10.07,17562857,2.99,17562884,89.29,17562920
17574527,6.23,17574607,8.48,17574640,85.51,17574679
17595720,14.53,17595791,10.80,17595819,75.99,17595856
17615349,16.11,17615430,18.92,17615465,66.22,17615504
17626998,8.61,17627068,17.27,17627096,66.35,17627133
17638734,4.88,17638814,8.73,17638847,61.28,17638886
17650499,-15.01,17650570,7.32,17650597,56.21,17650634
17662263,-20.63,17662344,3.97,17662377,46.81,17662416
17674047,-21.67,17674119,5.13,17674146,49.19,17674182
17685793,-17.33,17685875,3.42,17685908,44.49,17685954
17697554,-15.99,17697625,-5.92,17697652,47.12,17697689
17709302,-7.87,17709382,-19.35,17709417,46.51,17709456
17737190,-0.43,17737267,-27.95,17737296,58.04,17737333
17749682,3.97,17749762,-28.81,17749797,58.29,17749835
17761414,2.56,17761484,-35.46,17761512,63.96,17761549
17773126,4.27,17773206,-35.46,17773241,58.53,17773279
17784861,3.42,17784931,-30.03,17784967,54.69,17785004
17796571,18.49,17796652,-23.07,17796687,52.12,17796725
17808341,21.24,17808412,-21.79,17808441,50.90,17808477
17835016,22.64,17835097,-14.65,17835132,28.69,17835171
17846759,18.68,17846830,-8.97,17846857,24.23,17846893
17866376,8.91,17866456,-5.74,17866489,24.48,17866528
17877968,2.62,17878038,-3.85,17878065,22.89,17878101
17889674,4.52,17889754,-3.66,17889787,23.74,17889826
17901416,0.61,17901486,-2.81,17901512,22.03,17901549
17913128,-1.95,17913208,0.12,17913241,21.67,17913279
17924865,2.14,17924935,-2.14,17924969,20.63,17925006
17936581,11.66,17936663,-7.20,17936696,19.78,17936734
17948330,11.05,17948401,-15.26,17948430,24.54,17948466
17960057,10.99,17960138,-6.04,17960171,13.73,17960210
17971802,6.53,17971871,-4.39,17971898,8.18,17971933
17999405,14.65,17999486,-5.37,17999519,-5.86,17999556
18011011,13.00,18011082,-4.39,18011109,-14.95,18011146
18032254,12.63,18032335,-3.17,18032368,-46.26,18032407
18043992,2.50,18044061,3.54,18044088,-69.34,18044125
18055720,-3.85,18055800,4.03,18055833,-93.99,18055872
18067439,3.91,18067509,0.61,18067536,-112.92,18067575
18079151,10.62,18079232,-2.32,18079265,-125.79,18079306
18090893,7.39,18090970,2.56,18090997,-146.36,18091036
18102618,-7.02,18102697,15.44,18102732,-159.79,18102773
18122289,-33.26,18122361,28.63,18122389,-168.58,18122428
18133886,-38.02,18133976,32.78,18134011,-164.67,18134051
18145632,-29.30,18145704,22.95,18145732,-169.19,18145771
18157369,-12.76,18157450,5.98,18157484,-183.04,18157524
18184080,7.57,18184150,-11.23,18184178,-212.83,18184217
18195822,-3.97,18195902,-16.42,18195937,-240.11,18195986
18207565,-15.56,18207637,-15.81,18207665,-264.28,18207704
18219304,-15.14,18219386,-9.09,18219419,-274.66,18219460
18231053,-0.31,18231123,-3.54,18231150,-250.67,18231188
18250724,8.48,18250804,3.11,18250837,-229.92,18250878
18262302,21.30,18262373,-6.65,18262400,-227.48,18262438
18273994,27.53,18274075,-4.94,18274108,-213.75,18274149
18285711,27.95,18285783,-4.09,18285809,-201.60,18285847
18297385,20.75,18297466,0.55,18297498,-189.39,18297539
18309092,11.35,18309163,3.60,18309190,-168.21,18309228
18320779,7.14,18320859,4.64,18320892,-153.63,18320933
18332470,-2.75,18332539,15.14,18332568,-149.41,18332607
18344147,-6.29,18344226,15.08,18344261,-167.18,18344302
18355857,-5.25,18355926,15.56,18355963,-160.58,18356001
18375506,-1.71,18375586,13.61,18375620,-163.76,18375661
18387088,1.89,18387158,8.36,18387184,-156.07,18387223
18398783,7.14,18398863,3.78,18398896,-165.41,18398937
18410485,11.17,18410556,12.76,18410585,-144.17,18410623
18447477,-6.29,18447557,9.03,18447590,-125.98,18447630
18459183,0.24,18459252,8.24,18459279,-119.51,18459318
18470870,4.58,18470956,9.64,18470989,-126.28,18471030
18482586,0.24,18482656,9.95,18482683,-139.83,18482722
18494284,-2.38,18494364,11.35,18494398,-150.94,18494439
18528911,-5.07,18528987,10.93,18529015,-150.76,18529054
18540472,-17.76,18540554,16.78,18540589,-151.18,18540629
18552206,-22.40,18552277,14.65,18552306,-155.58,18552345
18563898,-30.33,18563986,19.96,18564021,-164.61,18564062
18575621,-35.95,18575693,20.94,18575721,-174.26,18575760
18587330,-34.85,18587411,29.36,18587446,-167.24,18587487
18599062,-35.71,18599133,25.27,18599162,-160.52,18599200
18610756,-37.17,18610838,18.98,18610873,-161.93,18610913
18622455,-36.13,18622527,13.43,18622556,-180.54,18622594
18642601,-8.54,18642681,10.07,18642715,-178.04,18642756
18654208,4.64,18654278,1.77,18654304,-170.59,18654343
18665918,3.60,18666004,0.49,18666036,-170.72,18666077
18677652,-0.06,18677721,6.16,18677748,-168.46,18677787
18689368,-3.23,18689448,8.24,18689481,-164.73,18689522
18701103,-12.51,18701174,12.63,18701203,-167.11,18701242
18712836,-23.68,18712918,15.26,18712961,-186.89,18713002
18724573,-43.03,18724645,23.38,18724673,-209.41,18724712
18736299,-58.53,18736380,28.75,18736415,-234.99,18736456
18800505,-35.58,18800585,-29.11,18800614,-149.05,18800653
18812919,-22.46,18813009,-47.00,18813043,-106.57,18813084
18824599,-11.05,18824670,-24.11,18824699,-91.86,18824736
18836279,-12.82,18836360,-15.14,18836395,-113.59,18836436
18847980,-18.49,18848052,-13.12,18848080,-155.58,18848119
18859662,-18.68,18859744,-2.44,18859777,-170.41,18859817
18871332,-15.01,18871403,-5.49,18871430,-195.01,18871469
18882994,-23.68,18883076,1.46,18883109,-202.15,18883149
18919059,-26.49,18919130,-5.19,18919157,-135.62,18919196
18938551,-24.84,18938633,-12.21,18938668,-100.71,18938708
18950192,11.78,18950263,-27.22,18950292,-78.31,18950329
18961977,11.05,18962058,-5.13,18962091,-58.90,18962130
18973779,15.26,18973851,-10.80,18973879,-81.54,18973916
18985548,14.65,18985629,-10.93,18985664,-98.88,18985703
18997334,15.26,18997405,-6.41,18997432,-100.10,18997470
19009101,10.38,19009182,-2.81,19009215,-98.69,19009254
19020891,3.17,19020968,-2.08,19020995,-88.01,19021032
19032651,-2.26,19032731,-1.40,19032764,-70.01,19032802
19052298,-0.31,19052367,-2.93,19052394,-45.96,19052431
19063956,3.36,19064036,-9.40,19064069,-31.37,19064108
19075737,6.10,19075806,-8.36,19075833,-13.18,19075870
19087508,9.70,19087588,-5.98,19087621,-3.30,19087658
19099300,8.00,19099369,-4.88,19099396,2.87,19099431
19111108,7.81,19111188,-0.37,19111220,7.14,19111257
19122909,6.84,19122985,1.83,19123012,12.39,19123049
19134678,5.86,19134758,3.85,19134791,17.76,19134830
19146478,8.36,19146548,3.60,19146574,25.63,19146611
19158259,5.31,19158339,1.71,19158372,35.40,19158411
19177906,6.10,19177983,7.45,19178009,68.48,19178046
19189544,6.47,19189624,8.36,19189657,96.80,19189696
19201345,7.93,19201415,9.28,19201442,128.05,19201480
19213121,11.47,19213203,10.99,19213237,163.27,19213278
19224930,15.38,19225009,11.96,19225037,197.02,19225076
19251616,15.14,19251698,22.95,19251732,239.81,19251773
19263441,19.47,19263513,20.75,19263541,236.82,19263580
19275222,17.64,19275303,11.78,19275338,247.07,19275378
19287029,21.48,19287101,10.99,19287129,275.51,19287167
19298807,25.39,19298888,20.51,19298922,310.30,19298971
19327907,71.41,19327984,17.70,19328013,367.13,19328051
19339513,79.77,19339595,-8.48,19339628,345.83,19339668
19351300,74.71,19351371,-21.00,19351399,307.80,19351438
19363062,62.87,19363143,-30.64,19363178,267.15,19363218
19374834,54.69,19374905,-33.20,19374934,242.19,19374980
19386575,53.53,19386657,-39.86,19386692,236.82,19386732
19398354,27.04,19398425,-22.77,19398454,250.12,19398492
19410097,2.62,19410177,5.00,19410209,268.13,19410250
19421859,11.35,19421930,-7.20,19421965,262.39,19422004
19441462,37.90,19441543,-26.31,19441578,275.51,19441618
19453091,41.75,19453163,-33.57,19453191,277.59,19453230
19464836,22.28,19464918,-25.15,19464961,274.54,19465001
19476590,-13.18,19476662,-9.83,19476689,291.81,19476727
19488341,-31.74,19488422,4.46,19488455,337.59,19488496
19500107,-18.43,19500179,6.96,19500206,364.81,19500244
19511869,-4.58,19511956,10.13,19511991,352.42,19512031
19523629,37.84,19523700,8.85,19523727,351.26,19523766
19535384,37.96,19535466,-13.61,19535500,370.61,19535541
19555052,17.09,19555123,-4.64,19555150,271.79,19555189
19581628,-9.22,19581707,29.97,19581742,312.99,19581783
19593387,-20.32,19593458,15.01,19593486,346.01,19593525
19605147,17.21,19605228,11.60,19605263,378.66,19605303
19616926,35.83,19617005,-7.26,19617031,371.09,19617070
19628681,51.88,19628762,-10.38,19628797,340.64,19628837
19640465,52.86,19640537,-20.32,19640565,277.89,19640604
19652244,45.53,19652325,-21.91,19652360,205.38,19652400
19664023,13.55,19664094,-5.55,19664121,147.16,19664160
19683691,-6.16,19683771,10.38,19683805,127.75,19683846
19695317,11.35,19695388,3.72,19695415,159.12,19695453
19707076,27.47,19707157,-5.86,19707190,174.93,19707231
19718857,26.18,19718928,-7.63,19718963,168.46,19719001
19740080,24.11,19740161,-3.60,19740194,155.46,19740235
19751856,18.31,19751927,4.94,19751962,154.48,19752001
19763604,7.63,19763684,10.93,19763719,172.12,19763759
19775373,-2.99,19775443,-5.55,19775469,148.19,19775508
19787126,-20.08,19787207,2.69,19787240,148.93,19787281
19798907,-19.78,19798985,-7.02,19799011,126.04,19799050
19826779,-4.33,19826867,1.22,19826900,141.97,19826941
19839301,10.86,19839377,4.39,19839409,149.90,19839450
19851043,36.44,19851121,3.30,19851147,149.48,19851186
19862767,47.97,19862843,-1.83,19862876,125.06,19862916
19874495,47.79,19874572,-16.66,19874601,97.66,19874637
19886217,47.73,19886293,-33.57,19886327,86.18,19886366
19897957,46.14,19898034,-40.28,19898063,90.03,19898099
19924631,46.63,19924706,-18.43,19924741,66.71,19924780
19936364,35.34,19936442,-10.44,19936470,55.48,19936507
19956025,16.24,19956100,-3.97,19956134,39.98,19956172
19967622,19.17,19967699,-9.22,19967726,46.14,19967763
19979332,46.14,19979407,-23.25,19979442,70.07,19979480
19991074,81.79,19991151,-37.60,19991180,112.85,19991218
20002804,74.77,20002880,-36.01,20002914,152.34,20002962
20014529,26.92,20014607,-25.82,20014635,181.15,20014674
20026269,9.64,20026342,-21.18,20026377,172.36,20026417
20038005,-1.71,20038081,-15.99,20038110,156.25,20038148
20049735,44.92,20049810,-32.90,20049845,169.01,20049885
20069383,97.11,20069461,-43.64,20069489,274.29,20069528
20080998,158.45,20081075,-81.79,20081110,333.80,20081151
20092741,191.77,20092820,-79.16,20092849,369.02,20092888
20104457,184.27,20104535,-81.30,20104570,356.08,20104610
20116204,192.50,20116283,-69.40,20116312,322.27,20116351
20127914,125.67,20127999,-52.92,20128034,260.80,20128075
20149114,-41.08,20149192,-60.91,20149220,207.89,20149259
20160843,-82.58,20160919,-17.82,20160962,156.07,20161002
20172575,-97.72,20172653,-18.62,20172682,85.08,20172718
20192240,-87.46,20192315,5.43,20192348,34.91,20192387
20203845,-11.35,20203923,-2.50,20203958,33.14,20203995
20215577,54.20,20215653,-16.36,20215687,55.48,20215726
20227315,38.15,20227392,-18.68,20227421,80.32,20227457
20239053,11.47,20239128,-17.76,20239163,98.94,20239202
20265743,-50.72,20265821,3.11,20265848,44.13,20265884
20277459,-44.92,20277535,7.45,20277568,16.78,20277607
20289188,-34.12,20289265,2.20,20289292,3.60,20289327
20300897,-2.44,20300979,-2.87,20301012,23.62,20301051
20312634,30.15,20312711,-4.64,20312738,39.98,20312775
20332300,-10.86,20332375,4.82,20332408,32.96,20332447
20343852,-27.77,20343930,-4.15,20343965,28.44,20344002
20355548,-38.64,20355623,2.99,20355657,9.83,20355694
20367252,-36.25,20367330,9.28,20367357,-0.55,20367392
20378960,-6.47,20379034,2.08,20379066,4.33,20379103
20390648,3.30,20390724,2.93,20390750,-3.54,20390786
20402335,-9.40,20402408,3.42,20402441,0.12,20402478
20414043,-18.43,20414121,1.22,20414148,2.44,20414183
20425730,-13.37,20425806,0.43,20425839,7.20,20425876
20445370,-0.49,20445445,4.09,20445472,14.47,20445509
20456914,-3.05,20456995,-0.31,20457028,23.50,20457067
20468606,-17.33,20468684,6.84,20468711,23.74,20468748
20480301,-27.77,20480376,5.92,20480409,16.42,20480448
20492018,-36.38,20492096,11.23,20492124,9.52,20492159
20503720,-38.02,20503795,12.88,20503830,0.61,20503867
20515409,-31.92,20515487,11.78,20515516,6.29,20515551
20527096,-32.71,20527171,12.08,20527206,3.54,20527243
20538797,-27.34,20538875,8.54,20538902,4.64,20538937
20559943,-18.80,20560026,8.12,20560059,-6.41,20560096
20594534,-66.53,20594612,25.51,20594641,-157.90,20594679
20606102,-68.48,20606177,20.75,20606212,-177.92,20606253
20617812,-58.29,20617889,25.45,20617918,-184.27,20617965
20629496,-26.67,20629572,15.38,20629607,-166.87,20629647
20641204,-13.98,20641282,8.67,20641309,-144.78,20641347
20652886,-14.22,20652969,1.71,20653002,-134.83,20653042
20664595,-13.18,20664672,10.86,20664701,-140.20,20664739
20676304,-9.77,20676378,15.56,20676413,-179.20,20676453
20688016,-28.02,20688093,17.33,20688122,-233.64,20688160
20706643,18.31,20706719,-10.01,20706753,-282.23,20706794
20718211,-43.58,20718288,5.43,20718315,-279.60,20718354
20729919,-26.18,20730002,11.17,20730037,-352.42,20730077
20741634,-10.99,20741711,4.52,20741738,-390.81,20741777
20753330,-9.22,20753403,10.01,20753437,-390.99,20753478
20765045,-8.97,20765121,14.10,20765149,-379.76,20765188
20776760,-13.85,20776836,17.46,20776871,-370.36,20776911
20788453,-13.55,20788531,17.52,20788560,-367.19,20788598
20800148,-21.18,20800224,22.71,20800259,-370.67,20800299
20822620,-36.07,20822705,33.63,20822734,-425.48,20822773
20835068,-57.25,20835144,41.75,20835179,-456.73,20835219
20846745,-36.80,20846822,51.27,20846851,-404.05,20846889
